chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.45
celestia,62.58,22.83
cosmoshub,92.54,28.25
injective,28.95,21.23
near,96.97,27.7
osmosis,57.9,21.81
sei,16.46,16.42
solana,100.0,28.48
sui,53.25,17.48
tezos,88.21,29.06
