chain,bound_reduction_%,mu_reduction_%
avalanche,98.15,27.28
celestia,20.28,21.1
cosmoshub,39.46,27.52
injective,3.24,20.28
near,79.64,27.56
osmosis,14.31,20.52
sei,0.94,15.72
solana,99.11,28.09
sui,16.53,16.71
tezos,51.56,28.94
