chain,bound_reduction_%,mu_reduction_%
avalanche,99.84,27.35
celestia,30.06,21.54
cosmoshub,63.61,27.72
injective,12.65,20.89
near,91.14,27.64
osmosis,36.4,21.1
sei,7.29,16.03
solana,99.93,28.22
sui,31.73,16.99
tezos,88.21,29.06
