chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.58
celestia,72.86,23.33
cosmoshub,98.2,28.58
injective,47.37,21.62
near,99.83,27.87
osmosis,77.38,22.73
sei,27.34,16.91
solana,100.0,28.63
sui,72.89,18.08
tezos,99.07,29.19
