chain,bound_reduction_%,mu_reduction_%
avalanche,99.86,27.25
celestia,29.95,22.6
cosmoshub,67.88,27.67
injective,15.03,20.61
near,89.64,27.34
osmosis,29.91,20.45
sei,4.68,16.76
solana,99.94,28.13
sui,31.67,16.85
tezos,63.22,28.7
