chain,bound_reduction_%,mu_reduction_%
avalanche,98.55,27.18
celestia,18.16,22.21
cosmoshub,44.74,27.47
injective,4.64,20.0
near,64.3,27.12
osmosis,18.81,20.19
sei,4.68,16.76
solana,99.24,28.0
sui,16.68,16.56
tezos,63.22,28.7
