tracked_entity_mode,tracked_entity_label,tracked_baseline_label,baseline_comparison_mode,attack_mode,whale_share,k,committee_size,lambda_init_ppm,pre_draws,post_draws,attack_draw_idx,draws_per_epoch_cfg,pre_lambda_mean_ppm,post_lambda_mean_ppm,post_lambda_peak_ppm,post_lambda_peak_draw_idx,post_lambda_half_life_draws,post_lambda_rise_time_draws,post_lambda_settle_time_draws,post_lambda_overshoot_pct,post_lambda_chatter_rms_ppm,post_lambda_control_effort,post_attacker_weight_mean,post_attacker_seat_mean,post_stake_baseline_mean,auc_gain_vs_stake,time_to_95pct_baseline_draws,post_tracked_weight_mean,post_tracked_seat_mean,post_tracked_stake_baseline_mean,auc_tracked_gain_vs_stake,time_to_95pct_tracked_baseline_draws,post_capture_ge_1_3_emp_pct,post_capture_ge_1_2_emp_pct,post_chernoff_ge_1_3_adaptive,post_chernoff_ge_1_3_baseline,post_chernoff_ge_1_2_adaptive,post_chernoff_ge_1_2_baseline,chernoff_bound_reduction_ge_1_3_pct,chernoff_bound_reduction_ge_1_2_pct,reduction_vs_baseline_full_pct,reduction_vs_baseline_1ep_pct,reduction_vs_baseline_2ep_pct,reduction_vs_baseline_3ep_pct,reduction_vs_baseline_5ep_pct,tracked_vs_baseline_full_pct,tracked_vs_baseline_1ep_pct,tracked_vs_baseline_2ep_pct,tracked_vs_baseline_3ep_pct,tracked_vs_baseline_5ep_pct,n_seeds,seeds_used,reduction_vs_baseline_full_pct_mean,reduction_vs_baseline_full_pct_std,reduction_vs_baseline_1ep_pct_mean,reduction_vs_baseline_1ep_pct_std,reduction_vs_baseline_2ep_pct_mean,reduction_vs_baseline_2ep_pct_std,reduction_vs_baseline_3ep_pct_mean,reduction_vs_baseline_3ep_pct_std,reduction_vs_baseline_5ep_pct_mean,reduction_vs_baseline_5ep_pct_std,tracked_vs_baseline_full_pct_mean,tracked_vs_baseline_full_pct_std,tracked_vs_baseline_1ep_pct_mean,tracked_vs_baseline_1ep_pct_std,tracked_vs_baseline_3ep_pct_mean,tracked_vs_baseline_3ep_pct_std,tracked_vs_baseline_5ep_pct_mean,tracked_vs_baseline_5ep_pct_std,post_attacker_weight_mean_mean,post_attacker_weight_mean_std,post_attacker_seat_mean_mean,post_attacker_seat_mean_std,post_tracked_weight_mean_mean,post_tracked_weight_mean_std,post_tracked_seat_mean_mean,post_tracked_seat_mean_std,post_lambda_peak_ppm_mean,post_lambda_peak_ppm_std,post_lambda_chatter_rms_ppm_mean,post_lambda_chatter_rms_ppm_std,post_lambda_control_effort_mean,post_lambda_control_effort_std,chernoff_bound_reduction_ge_1_2_pct_mean,chernoff_bound_reduction_ge_1_2_pct_std,chernoff_bound_reduction_ge_1_3_pct_mean,chernoff_bound_reduction_ge_1_3_pct_std
attacker,attacker,stake baseline,reduction,replacement,0.0000,6,9,0,0,400,1,8,0,0,0,1,,,,,0.000,0.000,0.330001,0.335000,0.330000,-0.000400,1,0.330001,0.335000,0.330000,-0.000400,1,68.500,5.500,9.997744e-01,9.997743e-01,3.819139e-01,3.819104e-01,-0.000,-0.001,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,3,"1,2,3",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.330001,0.000000,0.331481,0.003060,0.330001,0.000000,0.331481,0.003060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001000,0.000000,0.000000,0.000000
