tracked_entity_mode,tracked_entity_label,tracked_baseline_label,baseline_comparison_mode,attack_mode,whale_share,k,committee_size,lambda_init_ppm,pre_draws,post_draws,attack_draw_idx,draws_per_epoch_cfg,pre_lambda_mean_ppm,post_lambda_mean_ppm,post_lambda_peak_ppm,post_lambda_peak_draw_idx,post_lambda_half_life_draws,post_lambda_rise_time_draws,post_lambda_settle_time_draws,post_lambda_overshoot_pct,post_lambda_chatter_rms_ppm,post_lambda_control_effort,post_attacker_weight_mean,post_attacker_seat_mean,post_stake_baseline_mean,auc_gain_vs_stake,time_to_95pct_baseline_draws,post_tracked_weight_mean,post_tracked_seat_mean,post_tracked_stake_baseline_mean,auc_tracked_gain_vs_stake,time_to_95pct_tracked_baseline_draws,post_capture_ge_1_3_emp_pct,post_capture_ge_1_2_emp_pct,post_chernoff_ge_1_3_adaptive,post_chernoff_ge_1_3_baseline,post_chernoff_ge_1_2_adaptive,post_chernoff_ge_1_2_baseline,chernoff_bound_reduction_ge_1_3_pct,chernoff_bound_reduction_ge_1_2_pct,reduction_vs_baseline_full_pct,reduction_vs_baseline_1ep_pct,reduction_vs_baseline_2ep_pct,reduction_vs_baseline_3ep_pct,reduction_vs_baseline_5ep_pct,tracked_vs_baseline_full_pct,tracked_vs_baseline_1ep_pct,tracked_vs_baseline_2ep_pct,tracked_vs_baseline_3ep_pct,tracked_vs_baseline_5ep_pct,n_seeds,seeds_used,reduction_vs_baseline_full_pct_mean,reduction_vs_baseline_full_pct_std,reduction_vs_baseline_1ep_pct_mean,reduction_vs_baseline_1ep_pct_std,reduction_vs_baseline_2ep_pct_mean,reduction_vs_baseline_2ep_pct_std,reduction_vs_baseline_3ep_pct_mean,reduction_vs_baseline_3ep_pct_std,reduction_vs_baseline_5ep_pct_mean,reduction_vs_baseline_5ep_pct_std,tracked_vs_baseline_full_pct_mean,tracked_vs_baseline_full_pct_std,tracked_vs_baseline_1ep_pct_mean,tracked_vs_baseline_1ep_pct_std,tracked_vs_baseline_3ep_pct_mean,tracked_vs_baseline_3ep_pct_std,tracked_vs_baseline_5ep_pct_mean,tracked_vs_baseline_5ep_pct_std,post_attacker_weight_mean_mean,post_attacker_weight_mean_std,post_attacker_seat_mean_mean,post_attacker_seat_mean_std,post_tracked_weight_mean_mean,post_tracked_weight_mean_std,post_tracked_seat_mean_mean,post_tracked_seat_mean_std,post_lambda_peak_ppm_mean,post_lambda_peak_ppm_std,post_lambda_half_life_draws_mean,post_lambda_half_life_draws_std,post_lambda_rise_time_draws_mean,post_lambda_rise_time_draws_std,post_lambda_settle_time_draws_mean,post_lambda_settle_time_draws_std,post_lambda_overshoot_pct_mean,post_lambda_overshoot_pct_std,post_lambda_chatter_rms_ppm_mean,post_lambda_chatter_rms_ppm_std,post_lambda_control_effort_mean,post_lambda_control_effort_std,chernoff_bound_reduction_ge_1_2_pct_mean,chernoff_bound_reduction_ge_1_2_pct_std,chernoff_bound_reduction_ge_1_3_pct_mean,chernoff_bound_reduction_ge_1_3_pct_std
entrant,honest newcomer,honest newcomer stake baseline,gap,replacement,0.0000,1,9,0,160,240,161,8,0,73766,384676,163,40,1,82,38.468,4767.474,17.704,0.095620,0.092130,0.100000,1.051268,60,0.095620,0.092130,0.100000,1.051268,60,0.000,0.000,1.484102e-01,1.634430e-01,2.711209e-03,3.177332e-03,9.198,14.670,4.380,28.718,26.558,24.250,20.209,4.380,28.718,26.558,24.250,20.209,3,"1,2,3",4.380000,0.000000,28.718000,0.000000,26.558000,0.000000,24.250000,0.000000,20.209000,0.000000,4.380000,0.000000,28.718000,0.000000,24.250000,0.000000,20.209000,0.000000,0.095620,0.000000,0.087191,0.004661,0.095620,0.000000,0.087191,0.004661,384676.000000,0.000000,40.000000,0.000000,1.000000,0.000000,82.000000,0.000000,38.468000,0.000000,4767.474000,0.000000,17.704000,0.000000,14.670000,0.000000,9.198000,0.000000
