chain,bound_reduction_%,mu_reduction_%
avalanche,99.85,27.22
celestia,29.97,22.6
cosmoshub,68.03,27.67
injective,15.02,20.61
near,89.74,27.34
osmosis,29.87,20.46
sei,4.61,16.78
solana,99.95,28.12
sui,31.7,16.85
tezos,62.5,28.69
