chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.51
celestia,69.48,23.68
cosmoshub,94.71,28.15
injective,46.04,21.84
near,99.66,27.64
osmosis,71.64,21.72
sei,25.85,17.52
solana,100.0,28.51
sui,72.65,17.98
tezos,98.74,29.02
