chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.53
celestia,69.58,23.67
cosmoshub,94.88,28.14
injective,46.19,21.82
near,99.66,27.64
osmosis,71.93,21.68
sei,26.08,17.43
solana,100.0,28.56
sui,72.65,17.98
tezos,98.99,29.06
