chain,bound_reduction_%,mu_reduction_%
avalanche,99.89,27.31
celestia,29.7,22.61
cosmoshub,68.99,27.66
injective,15.25,20.58
near,89.65,27.34
osmosis,30.63,20.4
sei,4.94,16.69
solana,99.95,28.18
sui,31.77,16.84
tezos,64.7,28.74
