chain,bound_reduction_%,mu_reduction_%
avalanche,98.77,27.24
celestia,17.95,22.22
cosmoshub,46.11,27.45
injective,4.82,19.97
near,64.27,27.12
osmosis,19.65,20.13
sei,4.94,16.69
solana,98.69,28.01
sui,16.85,16.55
tezos,64.7,28.74
