chain,bound_reduction_%,mu_reduction_%
avalanche,98.59,27.32
celestia,18.53,22.19
cosmoshub,45.52,27.46
injective,11.3,21.04
near,64.84,27.11
osmosis,15.43,20.44
sei,4.23,16.89
solana,98.98,28.12
sui,17.15,16.65
tezos,67.51,28.68
