chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.7
celestia,69.62,23.67
cosmoshub,94.74,28.15
injective,46.1,21.83
near,99.66,27.64
osmosis,69.57,22.03
sei,25.52,17.64
solana,100.0,28.64
sui,72.98,18.05
tezos,99.1,29.01
