file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,907,0.000,362,0.200,73.947834,5.334719e-05,0.000000
avalanche_weights.csv,907,0.100,362,0.200,67.111816,6.505227e-07,0.000000
avalanche_weights.csv,907,0.200,362,0.200,60.275798,1.741150e-09,0.000000
avalanche_weights.csv,907,0.300,362,0.200,53.439779,5.716064e-13,0.000000
avalanche_weights.csv,907,0.000,362,0.250,93.341270,6.949656e-02,0.000000
avalanche_weights.csv,907,0.100,362,0.250,84.765467,6.291978e-03,0.000000
avalanche_weights.csv,907,0.200,362,0.250,76.189664,1.742998e-04,0.000000
avalanche_weights.csv,907,0.300,362,0.250,67.613861,9.414413e-07,0.000000
avalanche_weights.csv,907,0.000,362,0.300,110.946397,7.528632e-01,0.000000
avalanche_weights.csv,907,0.100,362,0.300,100.809641,2.715029e-01,0.000000
avalanche_weights.csv,907,0.200,362,0.300,90.672884,3.661763e-02,0.000000
avalanche_weights.csv,907,0.300,362,0.300,80.536128,1.274017e-03,0.000000
avalanche_weights.csv,907,0.000,362,0.330,120.921989,1.000000e+00,0.000000
avalanche_weights.csv,907,0.100,362,0.330,109.907409,7.039216e-01,0.000000
avalanche_weights.csv,907,0.200,362,0.330,98.892828,2.022954e-01,0.000000
avalanche_weights.csv,907,0.300,362,0.330,87.878248,1.694273e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,8.189491,3.406315e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,7.530542,2.252643e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,6.871593,1.319352e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,6.212644,6.584277e-02,0.000000
celestia_weights.csv,100,0.000,40,0.250,11.243072,8.785018e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,10.358765,7.522245e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,9.474458,5.922082e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,8.590150,4.176937e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.661190,9.881765e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,11.675071,9.244927e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,10.688952,8.040708e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,9.702833,6.358409e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.615488,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.573939,9.848286e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.532390,9.105127e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.490842,7.735815e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.200,19.489902,4.144099e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.200,17.660912,2.163721e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.200,15.831922,8.444755e-02,0.000000
cosmoshub_weights.csv,200,0.300,80,0.200,14.002931,2.198184e-02,0.000000
cosmoshub_weights.csv,200,0.000,80,0.250,22.742996,7.980053e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.250,20.628696,5.548265e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.250,18.514397,3.022389e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.250,16.400097,1.173830e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.300,25.743701,9.890305e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.300,23.369331,8.563457e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.300,20.994961,6.000576e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.300,18.620591,3.138248e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.330,28.328805,1.000000e+00,0.000000
cosmoshub_weights.csv,200,0.100,80,0.330,25.735925,9.888426e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.330,23.143044,8.362492e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.330,20.550164,5.450739e-01,0.000000
injective_weights.csv,50,0.000,20,0.200,4.421553,6.838631e-01,0.000000
injective_weights.csv,50,0.100,20,0.200,4.099397,5.851295e-01,0.000000
injective_weights.csv,50,0.200,20,0.200,3.777242,4.786618e-01,0.000000
injective_weights.csv,50,0.300,20,0.200,3.455087,3.696945e-01,0.000000
injective_weights.csv,50,0.000,20,0.250,5.603697,9.349972e-01,0.000000
injective_weights.csv,50,0.100,20,0.250,5.203328,8.718142e-01,0.000000
injective_weights.csv,50,0.200,20,0.250,4.802958,7.857941e-01,0.000000
