chain,bound_reduction_%,mu_reduction_%
avalanche,97.78,27.25
celestia,14.97,21.44
cosmoshub,45.06,27.46
injective,10.36,21.14
near,73.68,27.38
osmosis,13.52,20.58
sei,0.55,16.01
solana,98.74,28.12
sui,16.37,16.72
tezos,62.77,28.64
