chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.49
celestia,61.46,22.93
cosmoshub,84.57,27.91
injective,26.65,21.54
near,95.3,27.54
osmosis,57.54,21.85
sei,15.69,16.69
solana,100.0,28.51
sui,53.04,17.52
tezos,90.03,28.79
