chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.64
celestia,73.98,23.2
cosmoshub,98.58,28.53
injective,47.35,21.62
near,99.73,27.75
osmosis,76.87,22.81
sei,26.71,17.19
solana,100.0,28.65
sui,72.92,18.07
tezos,99.46,29.14
