chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.49
celestia,61.94,22.88
cosmoshub,93.73,28.2
injective,28.9,21.24
near,95.78,27.59
osmosis,57.15,21.89
sei,15.66,16.7
solana,100.0,28.51
sui,53.38,17.46
tezos,93.75,28.98
