chain,bound_reduction_%,mu_reduction_%
avalanche,97.64,27.19
celestia,17.97,22.22
cosmoshub,45.95,27.45
injective,4.81,19.97
near,64.61,27.11
osmosis,19.69,20.13
sei,4.94,16.69
solana,99.26,28.03
sui,16.81,16.55
tezos,64.72,28.75
