chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.41
celestia,55.6,23.39
cosmoshub,85.27,27.89
injective,28.31,21.32
near,95.59,27.45
osmosis,51.63,21.02
sei,14.4,17.1
solana,100.0,28.31
sui,53.06,17.36
tezos,91.28,28.9
