chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.55
celestia,69.58,23.67
cosmoshub,94.74,28.15
injective,46.03,21.84
near,99.66,27.64
osmosis,71.68,21.72
sei,25.92,17.49
solana,100.0,28.52
sui,72.61,17.99
tezos,99.04,29.07
