chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.52
celestia,73.46,23.26
cosmoshub,98.08,28.59
injective,45.14,21.98
near,99.86,27.96
osmosis,76.65,22.84
sei,28.78,16.19
solana,100.0,28.58
sui,73.97,18.14
tezos,97.9,29.03
