chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.51
celestia,55.87,23.37
cosmoshub,85.52,27.88
injective,28.45,21.3
near,95.52,27.45
osmosis,49.8,21.21
sei,14.1,17.19
solana,100.0,28.31
sui,53.38,17.46
tezos,90.11,28.84
