chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.58
celestia,72.92,23.33
cosmoshub,98.2,28.58
injective,47.35,21.62
near,99.82,27.87
osmosis,77.34,22.74
sei,27.33,16.92
solana,100.0,28.64
sui,72.89,18.08
tezos,99.13,29.2
