chain,bound_reduction_%,mu_reduction_%
avalanche,99.86,27.35
celestia,40.04,22.01
cosmoshub,63.73,27.72
injective,12.6,20.9
near,90.88,27.63
osmosis,36.35,21.1
sei,7.32,16.02
solana,99.91,28.25
sui,31.73,16.99
tezos,88.8,29.06
