chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.45
celestia,62.55,22.83
cosmoshub,92.54,28.25
injective,28.92,21.24
near,96.85,27.7
osmosis,57.88,21.82
sei,16.5,16.4
solana,100.0,28.5
sui,53.25,17.48
tezos,88.8,29.06
