chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.78
celestia,71.1,23.52
cosmoshub,94.45,28.17
injective,45.67,21.9
near,99.64,27.65
osmosis,78.79,22.5
sei,27.37,16.9
solana,100.0,28.67
sui,72.94,18.06
tezos,98.5,28.93
