chain,bound_reduction_%,mu_reduction_%
avalanche,97.55,27.19
celestia,23.18,21.94
cosmoshub,45.54,27.46
injective,10.62,21.12
near,74.18,27.37
osmosis,13.32,20.6
sei,1.38,15.46
solana,98.57,28.16
sui,16.57,16.7
tezos,63.29,28.61
