chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.6
celestia,73.85,23.22
cosmoshub,93.86,28.2
injective,45.29,21.96
near,99.68,27.69
osmosis,77.6,22.7
sei,26.98,17.07
solana,100.0,28.69
sui,72.78,18.11
tezos,98.7,28.96
