chain,bound_reduction_%,mu_reduction_%
avalanche,99.85,27.52
celestia,28.2,22.69
cosmoshub,66.86,27.69
injective,10.4,21.14
near,87.21,27.33
osmosis,36.7,21.08
sei,7.72,15.9
solana,99.93,28.25
sui,31.9,16.96
tezos,62.43,28.61
