chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.66
celestia,57.46,23.25
cosmoshub,84.48,27.91
injective,26.64,21.54
near,95.0,27.41
osmosis,58.66,21.73
sei,16.39,16.44
solana,100.0,28.5
sui,53.36,17.46
tezos,89.55,28.77
