chain,bound_reduction_%,mu_reduction_%
avalanche,98.34,27.44
celestia,17.23,22.26
cosmoshub,43.97,27.47
injective,10.4,21.14
near,73.76,27.24
osmosis,14.32,20.52
sei,1.55,15.36
solana,99.0,28.12
sui,16.86,16.68
tezos,62.43,28.61
