file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,850,0.000,340,0.200,69.968147,1.285714e-04,0.000000
avalanche_weights.csv,850,0.100,340,0.200,63.531332,2.230671e-06,0.000000
avalanche_weights.csv,850,0.200,340,0.200,57.094517,9.563489e-09,0.000000
avalanche_weights.csv,850,0.300,340,0.200,50.657703,5.946476e-12,0.000000
avalanche_weights.csv,850,0.000,340,0.250,85.401794,4.759158e-02,0.000000
avalanche_weights.csv,850,0.100,340,0.250,77.581615,4.120470e-03,0.000000
avalanche_weights.csv,850,0.200,340,0.250,69.761435,1.149008e-04,0.000000
avalanche_weights.csv,850,0.300,340,0.250,61.941256,6.718879e-07,0.000000
avalanche_weights.csv,850,0.000,340,0.300,103.036295,7.096276e-01,0.000000
avalanche_weights.csv,850,0.100,340,0.300,93.652666,2.519310e-01,0.000000
avalanche_weights.csv,850,0.200,340,0.300,84.269036,3.538686e-02,0.000000
avalanche_weights.csv,850,0.300,340,0.300,74.885407,1.387818e-03,0.000000
avalanche_weights.csv,850,0.000,340,0.330,112.234150,9.964181e-01,0.000000
avalanche_weights.csv,850,0.100,340,0.330,102.050735,6.598145e-01,0.000000
avalanche_weights.csv,850,0.200,340,0.330,91.867320,1.878824e-01,0.000000
avalanche_weights.csv,850,0.300,340,0.330,81.683905,1.677857e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,9.247488,5.478500e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,8.522739,4.045011e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,7.797991,2.698902e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,7.073242,1.577400e-01,0.000000
celestia_weights.csv,100,0.000,40,0.250,10.662451,8.001040e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,9.836206,6.607023e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,9.009961,5.008171e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,8.183716,3.395495e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,13.076364,9.983181e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,12.088727,9.581862e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,11.101091,8.610333e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,10.113455,7.105539e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.900212,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.870191,9.944599e-01,0.000000
