chain,bound_reduction_%,mu_reduction_%
avalanche,99.7,27.28
celestia,32.44,21.39
cosmoshub,62.54,27.74
injective,10.5,21.13
near,90.63,27.73
osmosis,36.01,21.13
sei,9.22,15.4
solana,99.88,28.19
sui,32.93,17.04
tezos,82.51,28.87
