chain,bound_reduction_%,mu_reduction_%
avalanche,97.3,27.2
celestia,22.67,20.96
cosmoshub,62.54,27.74
injective,10.5,21.13
near,79.96,27.63
osmosis,14.81,20.48
sei,2.15,15.06
solana,98.41,28.06
sui,17.61,16.76
tezos,44.22,28.72
