chain,bound_reduction_%,mu_reduction_%
avalanche,99.87,27.38
celestia,35.63,23.37
cosmoshub,68.38,27.67
injective,11.02,21.07
near,89.63,27.34
osmosis,26.5,20.7
sei,4.26,16.88
solana,99.93,28.25
sui,32.15,16.93
tezos,67.3,28.69
