file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,882,0.000,352,0.200,72.476054,9.568603e-05,0.000000
avalanche_weights.csv,882,0.100,352,0.200,65.827088,1.465014e-06,0.000000
avalanche_weights.csv,882,0.200,352,0.200,59.178122,5.329578e-09,0.000000
avalanche_weights.csv,882,0.300,352,0.200,52.529156,2.669289e-12,0.000000
avalanche_weights.csv,882,0.000,352,0.250,90.806729,7.554718e-02,0.000000
avalanche_weights.csv,882,0.100,352,0.250,82.524242,7.489825e-03,0.000000
avalanche_weights.csv,882,0.200,352,0.250,74.241755,2.394643e-04,0.000000
avalanche_weights.csv,882,0.300,352,0.250,65.959268,1.612052e-06,0.000000
avalanche_weights.csv,882,0.000,352,0.300,107.888750,7.591218e-01,0.000000
avalanche_weights.csv,882,0.100,352,0.300,98.097608,2.844221e-01,0.000000
avalanche_weights.csv,882,0.200,352,0.300,88.306465,4.156755e-02,0.000000
avalanche_weights.csv,882,0.300,352,0.300,78.515323,1.666193e-03,0.000000
avalanche_weights.csv,882,0.000,352,0.330,117.402392,1.000000e+00,0.000000
avalanche_weights.csv,882,0.100,352,0.330,106.779613,7.063125e-01,0.000000
avalanche_weights.csv,882,0.200,352,0.330,96.156835,2.112828e-01,0.000000
avalanche_weights.csv,882,0.300,352,0.330,85.534056,1.943446e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,9.498752,5.969044e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,8.748876,4.489877e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,7.999001,3.055087e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,7.249126,1.822889e-01,0.000000
celestia_weights.csv,100,0.000,40,0.250,10.910337,8.357979e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,10.059304,7.010315e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,9.208270,5.401149e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,8.357236,3.724588e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.979060,9.967818e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,12.001154,9.519026e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,11.023248,8.509764e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,10.045342,6.985585e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.870991,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.843891,9.938022e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.816792,9.371832e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.789693,8.188246e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.200,19.400059,4.036225e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.200,17.580053,2.089763e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.200,15.760047,8.078634e-02,0.000000
cosmoshub_weights.csv,200,0.300,80,0.200,13.940041,2.079706e-02,0.000000
cosmoshub_weights.csv,200,0.000,80,0.250,22.670645,7.907408e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.250,20.563581,5.467409e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.250,18.456516,2.960005e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.250,16.349452,1.141544e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.300,25.681606,9.874844e-01,0.000000
