file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,864,0.000,345,0.200,72.937570,3.079192e-04,0.000000
avalanche_weights.csv,864,0.100,345,0.200,66.242771,6.379639e-06,0.000000
avalanche_weights.csv,864,0.200,345,0.200,59.547972,3.347035e-08,0.000000
avalanche_weights.csv,864,0.300,345,0.200,52.853174,2.638509e-11,0.000000
avalanche_weights.csv,864,0.000,345,0.250,89.164449,8.247185e-02,0.000000
avalanche_weights.csv,864,0.100,345,0.250,81.006685,8.609072e-03,0.000000
avalanche_weights.csv,864,0.200,345,0.250,72.848921,2.946648e-04,0.000000
avalanche_weights.csv,864,0.300,345,0.250,64.691156,2.168774e-06,0.000000
avalanche_weights.csv,864,0.000,345,0.300,103.791732,6.680094e-01,0.000000
avalanche_weights.csv,864,0.100,345,0.300,94.330961,2.209959e-01,0.000000
avalanche_weights.csv,864,0.200,345,0.300,84.870191,2.828380e-02,0.000000
avalanche_weights.csv,864,0.300,345,0.300,75.409421,9.795059e-04,0.000000
avalanche_weights.csv,864,0.000,345,0.330,114.162167,9.979525e-01,0.000000
avalanche_weights.csv,864,0.100,345,0.330,103.784145,6.676248e-01,0.000000
avalanche_weights.csv,864,0.200,345,0.330,93.406123,1.893717e-01,0.000000
avalanche_weights.csv,864,0.300,345,0.330,83.028100,1.650914e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,8.858339,4.706931e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,8.172505,3.374522e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,7.486671,2.182815e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,6.800837,1.234917e-01,0.000000
celestia_weights.csv,100,0.000,40,0.250,10.824158,8.237517e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,10.021742,6.943623e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,9.219326,5.422972e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,8.416911,3.839481e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.501056,9.816995e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,11.610950,9.183591e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,10.720845,8.087977e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,9.830739,6.596936e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.234777,9.997554e-01,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.311299,9.721145e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.387821,8.951255e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.464344,7.693608e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.200,16.949217,1.561258e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.200,15.334295,6.132169e-02,0.000000
cosmoshub_weights.csv,200,0.200,80,0.200,13.719373,1.702814e-02,0.000000
cosmoshub_weights.csv,200,0.300,80,0.200,12.104452,2.909795e-03,0.000000
cosmoshub_weights.csv,200,0.000,80,0.250,20.681684,5.613994e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.250,18.733516,3.263363e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.250,16.785347,1.438474e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.250,14.837179,4.311727e-02,0.000000
cosmoshub_weights.csv,200,0.000,80,0.300,26.472958,9.995276e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.300,24.025662,9.077646e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.300,21.578367,6.703536e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.300,19.131071,3.717974e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.330,26.472958,9.995276e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.330,24.025662,9.077646e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.330,21.578367,6.703536e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.330,19.131071,3.717974e-01,0.000000
injective_weights.csv,50,0.000,20,0.200,4.493011,7.043160e-01,0.000000
injective_weights.csv,50,0.100,20,0.200,4.163710,6.055977e-01,0.000000
injective_weights.csv,50,0.200,20,0.200,3.834409,4.979069e-01,0.000000
injective_weights.csv,50,0.300,20,0.200,3.505108,3.865241e-01,0.000000
injective_weights.csv,50,0.000,20,0.250,5.663421,9.424807e-01,0.000000
injective_weights.csv,50,0.100,20,0.250,5.257079,8.816282e-01,0.000000
injective_weights.csv,50,0.200,20,0.250,4.850737,7.972358e-01,0.000000
injective_weights.csv,50,0.300,20,0.250,4.444395,6.904643e-01,0.000000
injective_weights.csv,50,0.000,20,0.300,6.766301,1.000000e+00,0.000000
injective_weights.csv,50,0.100,20,0.300,6.289671,9.924961e-01,0.000000
injective_weights.csv,50,0.200,20,0.300,5.813041,9.590769e-01,0.000000
injective_weights.csv,50,0.300,20,0.300,5.336411,8.953550e-01,0.000000
injective_weights.csv,50,0.000,20,0.330,6.766301,1.000000e+00,0.000000
injective_weights.csv,50,0.100,20,0.330,6.289671,9.924961e-01,0.000000
injective_weights.csv,50,0.200,20,0.330,5.813041,9.590769e-01,0.000000
injective_weights.csv,50,0.300,20,0.330,5.336411,8.953550e-01,0.000000
near_weights.csv,340,0.000,136,0.200,29.192765,5.106346e-02,0.000000
near_weights.csv,340,0.100,136,0.200,26.473489,1.134911e-02,0.000000
near_weights.csv,340,0.200,136,0.200,23.754212,1.452602e-03,0.000000
near_weights.csv,340,0.300,136,0.200,21.034936,8.644030e-05,0.000000
