file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,914,0.000,365,0.200,75.704137,9.125988e-05,0.000000
avalanche_weights.csv,914,0.100,365,0.200,68.692805,1.219228e-06,0.000000
avalanche_weights.csv,914,0.200,365,0.200,61.681472,3.589730e-09,0.000000
avalanche_weights.csv,914,0.300,365,0.200,54.670139,1.301667e-12,0.000000
avalanche_weights.csv,914,0.000,365,0.250,91.662070,3.785870e-02,0.000000
avalanche_weights.csv,914,0.100,365,0.250,83.214681,2.678084e-03,0.000000
avalanche_weights.csv,914,0.200,365,0.250,74.767293,5.510833e-05,0.000000
avalanche_weights.csv,914,0.300,365,0.250,66.319904,2.057911e-07,0.000000
avalanche_weights.csv,914,0.000,365,0.300,109.869203,6.555635e-01,0.000000
avalanche_weights.csv,914,0.100,365,0.300,99.800773,2.025222e-01,0.000000
avalanche_weights.csv,914,0.200,365,0.300,89.732343,2.263388e-02,0.000000
avalanche_weights.csv,914,0.300,365,0.300,79.663912,6.223696e-04,0.000000
avalanche_weights.csv,914,0.000,365,0.330,123.171180,1.000000e+00,0.000000
avalanche_weights.csv,914,0.100,365,0.330,111.932290,7.541313e-01,0.000000
avalanche_weights.csv,914,0.200,365,0.330,100.693399,2.331291e-01,0.000000
avalanche_weights.csv,914,0.300,365,0.330,89.454509,2.093185e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,9.262703,5.508464e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,8.536433,4.071752e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,7.810163,2.719998e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,7.083892,1.591733e-01,0.000000
celestia_weights.csv,100,0.000,40,0.250,10.690641,8.043224e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,9.861576,6.653718e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,9.032512,5.052962e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,8.203448,3.432504e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.017992,9.531461e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,11.096192,8.604104e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,10.174393,7.211352e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,9.252594,5.488559e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.980296,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.942266,9.960689e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.904236,9.444170e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.866207,8.296786e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.200,19.628230,4.311504e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.200,17.785407,2.280239e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.200,15.942584,9.030287e-02,0.000000
cosmoshub_weights.csv,200,0.300,80,0.200,14.099761,2.390746e-02,0.000000
cosmoshub_weights.csv,200,0.000,80,0.250,22.833544,8.069514e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.250,20.710190,5.649324e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.250,18.586836,3.101228e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.250,16.463481,1.215054e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.300,25.827450,9.909516e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.300,23.444705,8.627796e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.300,21.061960,6.082629e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.300,18.679215,3.202961e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.330,28.401144,1.000000e+00,0.000000
cosmoshub_weights.csv,200,0.100,80,0.330,25.801029,9.903659e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.330,23.200915,8.414983e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.330,20.600800,5.513636e-01,0.000000
injective_weights.csv,50,0.000,20,0.200,4.445339,6.907359e-01,0.000000
injective_weights.csv,50,0.100,20,0.200,4.120805,5.919794e-01,0.000000
injective_weights.csv,50,0.200,20,0.200,3.796271,4.850787e-01,0.000000
injective_weights.csv,50,0.300,20,0.200,3.471737,3.752871e-01,0.000000
injective_weights.csv,50,0.000,20,0.250,5.621907,9.373313e-01,0.000000
injective_weights.csv,50,0.100,20,0.250,5.219716,8.748503e-01,0.000000
injective_weights.csv,50,0.200,20,0.250,4.817525,7.893154e-01,0.000000
injective_weights.csv,50,0.300,20,0.250,4.415335,6.820561e-01,0.000000
injective_weights.csv,50,0.000,20,0.300,6.724086,1.000000e+00,0.000000
injective_weights.csv,50,0.100,20,0.300,6.251677,9.908596e-01,0.000000
injective_weights.csv,50,0.200,20,0.300,5.779269,9.555965e-01,0.000000
injective_weights.csv,50,0.300,20,0.300,5.306860,8.903473e-01,0.000000
injective_weights.csv,50,0.000,20,0.330,6.724086,1.000000e+00,0.000000
injective_weights.csv,50,0.100,20,0.330,6.251677,9.908596e-01,0.000000
injective_weights.csv,50,0.200,20,0.330,5.779269,9.555965e-01,0.000000
injective_weights.csv,50,0.300,20,0.330,5.306860,8.903473e-01,0.000000
near_weights.csv,300,0.000,120,0.200,25.560668,6.594416e-02,0.000000
