chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.63
celestia,73.99,23.2
cosmoshub,98.62,28.52
injective,47.35,21.62
near,99.76,27.78
osmosis,76.92,22.8
sei,26.71,17.19
solana,100.0,28.64
sui,72.65,17.98
tezos,99.46,29.14
