chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.48
celestia,61.95,22.88
cosmoshub,84.24,27.91
injective,28.88,21.24
near,96.03,27.62
osmosis,57.23,21.88
sei,15.66,16.7
solana,100.0,28.5
sui,53.06,17.36
tezos,93.01,28.99
