chain,bound_reduction_%,mu_reduction_%
avalanche,97.73,27.21
celestia,23.79,21.9
cosmoshub,44.66,27.47
injective,10.77,21.1
near,72.78,27.28
osmosis,13.32,20.6
sei,1.38,15.45
solana,98.78,28.16
sui,16.57,16.7
tezos,62.81,28.61
