chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.46
celestia,61.65,22.91
cosmoshub,84.64,27.9
injective,26.91,21.5
near,94.83,27.44
osmosis,57.85,21.82
sei,16.02,16.57
solana,100.0,28.54
sui,53.2,17.49
tezos,89.69,28.77
