chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.61
celestia,74.08,23.19
cosmoshub,93.94,28.19
injective,45.62,21.91
near,99.6,27.62
osmosis,77.8,22.67
sei,26.99,17.07
solana,100.0,28.76
sui,72.78,18.11
tezos,98.64,28.95
