chain,bound_reduction_%,mu_reduction_%
avalanche,99.73,27.3
celestia,35.3,22.31
cosmoshub,67.34,27.68
injective,10.77,21.1
near,86.75,27.37
osmosis,35.55,21.16
sei,7.36,16.01
solana,99.91,28.29
sui,31.66,16.99
tezos,62.81,28.61
