file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk,chain,date,baseline
osmosis_weights.csv,100,0.1,40,0.3,11.252279,0.8795951,0.0,osmosis,2025-09-27,uniform
osmosis_weights.csv,100,0.2,40,0.3,10.402026,0.7593071,0.0,osmosis,2025-09-27,uniform
osmosis_weights.csv,100,0.3,40,0.3,9.551773,0.6071121,0.0,osmosis,2025-09-27,uniform
osmosis_weights.csv,100,0.0,40,0.33,13.925412,1.0,0.0,osmosis,2025-09-27,uniform
osmosis_weights.csv,100,0.1,40,0.33,12.972871,0.996667,0.0,osmosis,2025-09-27,uniform
osmosis_weights.csv,100,0.2,40,0.33,12.020329,0.9533175,0.0,osmosis,2025-09-27,uniform
osmosis_weights.csv,100,0.3,40,0.33,11.067788,0.8567719,0.0,osmosis,2025-09-27,uniform
sei_weights.csv,40,0.0,16,0.2,3.664548,0.7762241,0.0,sei,2025-09-27,uniform
sei_weights.csv,40,0.1,16,0.2,3.458093,0.7125068,0.0,sei,2025-09-27,uniform
sei_weights.csv,40,0.2,16,0.2,3.251638,0.6413161,0.0,sei,2025-09-27,uniform
sei_weights.csv,40,0.3,16,0.2,3.045184,0.5637722,0.0,sei,2025-09-27,uniform
sei_weights.csv,40,0.0,16,0.25,4.426311,0.9399257,0.0,sei,2025-09-27,uniform
sei_weights.csv,40,0.1,16,0.25,4.18368,0.9000489,0.0,sei,2025-09-27,uniform
sei_weights.csv,40,0.2,16,0.25,3.941049,0.8487808,0.0,sei,2025-09-27,uniform
sei_weights.csv,40,0.3,16,0.25,3.698418,0.785913,0.0,sei,2025-09-27,uniform
sei_weights.csv,40,0.0,16,0.3,5.10748,0.9966765,0.09909,sei,2025-09-27,uniform
sei_weights.csv,40,0.1,16,0.3,4.836732,0.9831478,0.07492,sei,2025-09-27,uniform
sei_weights.csv,40,0.2,16,0.3,4.565984,0.9579245,0.05473,sei,2025-09-27,uniform
sei_weights.csv,40,0.3,16,0.3,4.295236,0.9197705,0.0424,sei,2025-09-27,uniform
sei_weights.csv,40,0.0,16,0.33,5.736913,1.0,0.27266,sei,2025-09-27,uniform
sei_weights.csv,40,0.1,16,0.33,5.443221,1.0,0.22191,sei,2025-09-27,uniform
sei_weights.csv,40,0.2,16,0.33,5.14953,0.9978155,0.17588,sei,2025-09-27,uniform
sei_weights.csv,40,0.3,16,0.33,4.855839,0.9844705,0.13686,sei,2025-09-27,uniform
solana_weights.csv,957,0.0,382,0.2,80.85449,0.000135566,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.1,382,0.2,73.128289,1.526029e-06,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.2,382,0.2,65.402088,3.238357e-09,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.3,382,0.2,57.675886,6.625476e-13,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.0,382,0.25,96.108642,0.03399557,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.1,382,0.25,86.976775,0.001946521,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.2,382,0.25,77.844907,2.789369e-05,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.3,382,0.25,68.71304,5.758531e-08,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.0,382,0.3,116.559897,0.7175421,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.1,382,0.3,105.582486,0.224559,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.2,382,0.3,94.605075,0.0229584,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.3,382,0.3,83.627664,0.0004935679,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.0,382,0.33,127.632147,1.0,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.1,382,0.33,115.66726,0.6755628,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.2,382,0.33,103.702374,0.1661355,0.0,solana,2025-09-27,uniform
solana_weights.csv,957,0.3,382,0.33,91.737487,0.01001221,0.0,solana,2025-09-27,uniform
sui_weights.csv,122,0.0,48,0.2,9.9216,0.2890092,0.0,sui,2025-09-27,uniform
sui_weights.csv,122,0.1,48,0.2,9.322883,0.2030979,0.0,sui,2025-09-27,uniform
sui_weights.csv,122,0.2,48,0.2,8.724165,0.1323045,0.0,sui,2025-09-27,uniform
sui_weights.csv,122,0.3,48,0.2,8.125448,0.07856718,0.0,sui,2025-09-27,uniform
sui_weights.csv,122,0.0,48,0.25,12.24,0.6804432,0.0,sui,2025-09-27,uniform
sui_weights.csv,122,0.1,48,0.25,11.527475,0.5607787,0.0,sui,2025-09-27,uniform
sui_weights.csv,122,0.2,48,0.25,10.814951,0.4366477,0.0,sui,2025-09-27,uniform
sui_weights.csv,122,0.3,48,0.25,10.102426,0.3173898,0.0,sui,2025-09-27,uniform
sui_weights.csv,122,0.0,48,0.3,14.4864,0.9486496,0.00324,sui,2025-09-27,uniform
sui_weights.csv,122,0.1,48,0.3,13.667268,0.8757129,0.00158,sui,2025-09-27,uniform
sui_weights.csv,122,0.2,48,0.3,12.848136,0.7728,0.00071,sui,2025-09-27,uniform
sui_weights.csv,122,0.3,48,0.3,12.029005,0.6459933,0.00039,sui,2025-09-27,uniform
sui_weights.csv,122,0.0,48,0.33,15.9456,0.9999381,0.05443,sui,2025-09-27,uniform
sui_weights.csv,122,0.1,48,0.33,15.059237,0.9806005,0.03216,sui,2025-09-27,uniform
sui_weights.csv,122,0.2,48,0.33,14.172873,0.9244873,0.0167,sui,2025-09-27,uniform
sui_weights.csv,122,0.3,48,0.33,13.28651,0.8313334,0.00893,sui,2025-09-27,uniform
tezos_weights.csv,249,0.0,99,0.2,22.806357,0.218989,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.1,99,0.2,20.60524,0.08330126,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.2,99,0.2,18.404122,0.02109858,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.3,99,0.2,16.203004,0.003014702,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.0,99,0.25,29.059622,0.8368585,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.1,99,0.25,26.272937,0.5631866,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.2,99,0.25,23.486252,0.2767609,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.3,99,0.25,20.699567,0.08747043,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.0,99,0.3,34.339533,1.0,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.1,99,0.3,31.064616,0.9606043,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.2,99,0.3,27.789698,0.7220744,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.3,99,0.3,24.514781,0.3756916,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.0,99,0.33,34.339533,1.0,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.1,99,0.33,31.064616,0.9606043,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.2,99,0.33,27.789698,0.7220744,0.0,tezos,2025-09-27,uniform
tezos_weights.csv,249,0.3,99,0.33,24.514781,0.3756916,0.0,tezos,2025-09-27,uniform
avalanche_weights.csv,938,0.0,375,0.2,77.109377,4.945047e-05,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.1,375,0.2,69.958141,5.380422e-07,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.2,375,0.2,62.806904,1.215113e-09,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.3,375,0.2,55.655668,3.107089e-13,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.0,375,0.25,97.513663,0.07558181,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.1,375,0.25,88.521892,0.006666676,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.2,375,0.25,79.53012,0.0001724296,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.3,375,0.25,70.538349,8.180404e-07,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.0,375,0.3,112.638603,0.6362295,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.1,375,0.3,102.294252,0.1863813,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.2,375,0.3,91.949902,0.01906697,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.3,375,0.3,81.605551,0.0004565603,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.0,375,0.33,126.629898,1.0,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.1,375,0.33,115.046332,0.7504669,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.2,375,0.33,103.462767,0.2243773,0.0,avalanche,2025-09-28,uniform
avalanche_weights.csv,938,0.3,375,0.33,91.879201,0.01868905,0.0,avalanche,2025-09-28,uniform
celestia_weights.csv,100,0.0,40,0.2,9.247415,0.5478355,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.1,40,0.2,8.522673,0.4044882,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.2,40,0.2,7.797932,0.26988,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.3,40,0.2,7.07319,0.157733,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.0,40,0.25,10.67583,0.8021111,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.1,40,0.25,9.848247,0.662921,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.2,40,0.25,9.020664,0.5029432,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.3,40,0.25,8.193081,0.3413046,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.0,40,0.3,12.000648,0.951865,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.1,40,0.3,11.080583,0.8584164,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.2,40,0.3,10.160518,0.7187388,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.3,40,0.3,9.240454,0.5464638,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.0,40,0.33,13.961626,1.0,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.1,40,0.33,12.925463,0.995719,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.2,40,0.33,11.889301,0.9432137,0.0,celestia,2025-09-28,uniform
celestia_weights.csv,100,0.3,40,0.33,10.853138,0.8278465,0.0,celestia,2025-09-28,uniform
cosmoshub_weights.csv,200,0.0,80,0.2,19.746937,0.4456276,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.1,80,0.2,17.892243,0.2382733,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.2,80,0.2,16.037549,0.09554096,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.3,80,0.2,14.182856,0.02566138,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.0,80,0.25,22.978105,0.8208878,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.1,80,0.25,20.840294,0.5810233,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.2,80,0.25,18.702484,0.3228791,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.3,80,0.25,16.564673,0.1282758,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.0,80,0.3,25.966814,0.9937323,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.1,80,0.3,23.570132,0.8731894,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.2,80,0.3,21.173451,0.6218532,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.3,80,0.3,18.77677,0.3311786,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.0,80,0.33,28.526401,1.0,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.1,80,0.33,25.913761,0.9927348,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.2,80,0.33,23.301121,0.8504101,0.0,cosmoshub,2025-09-28,uniform
cosmoshub_weights.csv,200,0.3,80,0.33,20.688481,0.562242,0.0,cosmoshub,2025-09-28,uniform
injective_weights.csv,50,0.0,20,0.2,4.468763,0.6974414,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.1,20,0.2,4.141887,0.5986897,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.2,20,0.2,3.815011,0.4913879,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.3,20,0.2,3.488134,0.3808042,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.0,20,0.25,5.674469,0.9438108,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.1,20,0.25,5.267022,0.8833982,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.2,20,0.25,4.859575,0.7993182,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.3,20,0.25,4.452129,0.6926859,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.0,20,0.3,6.772974,1.0,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.1,20,0.3,6.295677,0.9927393,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.2,20,0.3,5.818379,0.959613,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.3,20,0.3,5.341082,0.8961351,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.0,20,0.33,6.772974,1.0,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.1,20,0.33,6.295677,0.9927393,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.2,20,0.33,5.818379,0.959613,0.0,injective,2025-09-28,uniform
injective_weights.csv,50,0.3,20,0.33,5.341082,0.8961351,0.0,injective,2025-09-28,uniform
near_weights.csv,293,0.0,117,0.2,24.673708,0.06248944,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.1,117,0.2,22.405996,0.01663017,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.2,117,0.2,20.138284,0.002770603,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.3,117,0.2,17.870572,0.0002417704,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.0,117,0.25,32.214271,0.6209798,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.1,117,0.25,29.272366,0.3404303,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.2,117,0.25,26.330461,0.131062,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.3,117,0.25,23.388557,0.03100976,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.0,117,0.3,35.829431,0.9107181,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.1,117,0.3,32.565942,0.6546032,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.2,117,0.3,29.302453,0.3430805,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.3,117,0.3,26.038963,0.1164288,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.0,117,0.33,38.941328,0.9999705,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.1,117,0.33,35.406581,0.885533,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.2,117,0.33,31.871834,0.5877773,0.0,near,2025-09-28,uniform
near_weights.csv,293,0.3,117,0.33,28.337087,0.262516,0.0,near,2025-09-28,uniform
osmosis_weights.csv,100,0.0,40,0.2,8.089217,0.3219926,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.1,40,0.2,7.480296,0.2172752,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.2,40,0.2,6.871374,0.1319086,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.3,40,0.2,6.262452,0.06986267,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.0,40,0.25,10.160996,0.7188215,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.1,40,0.25,9.424897,0.5825928,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.2,40,0.25,8.688797,0.4371109,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.3,40,0.25,7.952697,0.2971623,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.0,40,0.3,12.113728,0.9598965,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.1,40,0.3,11.262355,0.880786,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.2,40,0.3,10.410982,0.7607629,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.3,40,0.3,9.559609,0.6086158,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.0,40,0.33,13.934968,1.0,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.1,40,0.33,12.981471,0.996826,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.2,40,0.33,12.027975,0.9538754,0.0,osmosis,2025-09-28,uniform
osmosis_weights.csv,100,0.3,40,0.33,11.074478,0.8576328,0.0,osmosis,2025-09-28,uniform
sei_weights.csv,40,0.0,16,0.2,3.66051,0.7750541,0.0,sei,2025-09-28,uniform
sei_weights.csv,40,0.1,16,0.2,3.454459,0.7113156,0.0,sei,2025-09-28,uniform
sei_weights.csv,40,0.2,16,0.2,3.248408,0.6401479,0.0,sei,2025-09-28,uniform
sei_weights.csv,40,0.3,16,0.2,3.042357,0.5626735,0.0,sei,2025-09-28,uniform
sei_weights.csv,40,0.0,16,0.25,4.421592,0.9392556,0.0,sei,2025-09-28,uniform
sei_weights.csv,40,0.1,16,0.25,4.179433,0.8992506,0.0,sei,2025-09-28,uniform
sei_weights.csv,40,0.2,16,0.25,3.937274,0.8478914,0.0,sei,2025-09-28,uniform
sei_weights.csv,40,0.3,16,0.25,3.695114,0.7849777,0.0,sei,2025-09-28,uniform
sei_weights.csv,40,0.0,16,0.3,5.102148,0.9965143,0.09728,sei,2025-09-28,uniform
sei_weights.csv,40,0.1,16,0.3,4.831933,0.9828064,0.0748,sei,2025-09-28,uniform
sei_weights.csv,40,0.2,16,0.3,4.561718,0.9574266,0.05594,sei,2025-09-28,uniform
sei_weights.csv,40,0.3,16,0.3,4.291503,0.9191492,0.04128,sei,2025-09-28,uniform
sei_weights.csv,40,0.0,16,0.33,5.730985,1.0,0.27298,sei,2025-09-28,uniform
sei_weights.csv,40,0.1,16,0.33,5.437886,1.0,0.22065,sei,2025-09-28,uniform
sei_weights.csv,40,0.2,16,0.33,5.144788,0.9976994,0.17637,sei,2025-09-28,uniform
sei_weights.csv,40,0.3,16,0.33,4.851689,0.9841882,0.13689,sei,2025-09-28,uniform
solana_weights.csv,957,0.0,382,0.2,80.85449,0.000135566,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.1,382,0.2,73.128289,1.526029e-06,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.2,382,0.2,65.402088,3.238357e-09,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.3,382,0.2,57.675886,6.625476e-13,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.0,382,0.25,96.108642,0.03399557,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.1,382,0.25,86.976775,0.001946521,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.2,382,0.25,77.844907,2.789369e-05,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.3,382,0.25,68.71304,5.758531e-08,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.0,382,0.3,116.559897,0.7175421,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.1,382,0.3,105.582486,0.224559,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.2,382,0.3,94.605075,0.0229584,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.3,382,0.3,83.627664,0.0004935679,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.0,382,0.33,127.632147,1.0,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.1,382,0.33,115.66726,0.6755628,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.2,382,0.33,103.702374,0.1661355,0.0,solana,2025-09-28,uniform
solana_weights.csv,957,0.3,382,0.33,91.737487,0.01001221,0.0,solana,2025-09-28,uniform
sui_weights.csv,122,0.0,48,0.2,9.9168,0.2882694,0.0,sui,2025-09-28,uniform
sui_weights.csv,122,0.1,48,0.2,9.318563,0.2025294,0.0,sui,2025-09-28,uniform
sui_weights.csv,122,0.2,48,0.2,8.720325,0.1319046,0.0,sui,2025-09-28,uniform
sui_weights.csv,122,0.3,48,0.2,8.122088,0.07831425,0.0,sui,2025-09-28,uniform
sui_weights.csv,122,0.0,48,0.25,12.2352,0.6796713,0.0,sui,2025-09-28,uniform
sui_weights.csv,122,0.1,48,0.25,11.523155,0.5600304,0.0,sui,2025-09-28,uniform
sui_weights.csv,122,0.2,48,0.25,10.811111,0.4359833,0.0,sui,2025-09-28,uniform
sui_weights.csv,122,0.3,48,0.25,10.099066,0.3168538,0.0,sui,2025-09-28,uniform
sui_weights.csv,122,0.0,48,0.3,14.4816,0.9483153,0.00305,sui,2025-09-28,uniform
sui_weights.csv,122,0.1,48,0.3,13.662948,0.8752452,0.00148,sui,2025-09-28,uniform
sui_weights.csv,122,0.2,48,0.3,12.844296,0.7722549,0.00072,sui,2025-09-28,uniform
sui_weights.csv,122,0.3,48,0.3,12.025645,0.6454366,0.00018,sui,2025-09-28,uniform
sui_weights.csv,122,0.0,48,0.33,15.9408,0.9999267,0.05531,sui,2025-09-28,uniform
sui_weights.csv,122,0.1,48,0.33,15.054917,0.9804182,0.03128,sui,2025-09-28,uniform
sui_weights.csv,122,0.2,48,0.33,14.169033,0.9241622,0.01695,sui,2025-09-28,uniform
sui_weights.csv,122,0.3,48,0.33,13.28315,0.830914,0.00872,sui,2025-09-28,uniform
tezos_weights.csv,248,0.0,99,0.2,22.820421,0.2201134,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.1,99,0.2,20.618218,0.08386653,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.2,99,0.2,18.416014,0.02128448,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.3,99,0.2,16.213811,0.003049052,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.0,99,0.25,29.077852,0.8383283,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.1,99,0.25,26.289825,0.5650176,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.2,99,0.25,23.501798,0.2781598,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.3,99,0.25,20.713771,0.08811047,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.0,99,0.3,34.362051,1.0,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.1,99,0.3,31.085524,0.9614598,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.2,99,0.3,27.808996,0.7239773,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.3,99,0.3,24.532468,0.3774916,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.0,99,0.33,34.362051,1.0,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.1,99,0.33,31.085524,0.9614598,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.2,99,0.33,27.808996,0.7239773,0.0,tezos,2025-09-28,uniform
tezos_weights.csv,248,0.3,99,0.33,24.532468,0.3774916,0.0,tezos,2025-09-28,uniform
avalanche_weights.csv,932,0.0,372,0.2,76.484844,5.331043e-05,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.1,372,0.2,69.395158,6.024442e-07,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.2,372,0.2,62.305472,1.433436e-09,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.3,372,0.2,55.215786,3.940528e-13,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.0,372,0.25,96.878278,0.07958186,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.1,372,0.25,87.94882,0.007256018,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.2,372,0.25,79.019361,0.0001964974,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.3,372,0.25,70.089902,9.937642e-07,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.0,372,0.3,111.923111,0.6476665,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.1,372,0.3,101.648826,0.1943221,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.2,372,0.3,91.37454,0.02058907,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.3,372,0.3,81.100255,0.0005186655,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.0,372,0.33,125.720056,1.0,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.1,372,0.33,114.225733,0.7566959,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.2,372,0.33,102.73141,0.2304428,0.0,avalanche,2025-09-29,uniform
avalanche_weights.csv,932,0.3,372,0.33,91.237087,0.01980775,0.0,avalanche,2025-09-29,uniform
celestia_weights.csv,100,0.0,40,0.2,9.248042,0.5479592,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.1,40,0.2,8.523238,0.4045985,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.2,40,0.2,7.798434,0.269967,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.3,40,0.2,7.07363,0.157792,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.0,40,0.25,10.676496,0.8022108,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.1,40,0.25,9.848847,0.6630314,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.2,40,0.25,9.021197,0.503049,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.3,40,0.25,8.193548,0.3413921,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.0,40,0.3,12.001245,0.9519094,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.1,40,0.3,11.081121,0.8584853,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.2,40,0.3,10.160996,0.7188215,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.3,40,0.3,9.240872,0.5465462,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.0,40,0.33,13.962471,1.0,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.1,40,0.33,12.926224,0.9957352,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.2,40,0.33,11.889977,0.9432685,0.0,celestia,2025-09-29,uniform
celestia_weights.csv,100,0.3,40,0.33,10.853729,0.8279296,0.0,celestia,2025-09-29,uniform
cosmoshub_weights.csv,200,0.0,80,0.2,19.753363,0.4464139,0.0,cosmoshub,2025-09-29,uniform
cosmoshub_weights.csv,200,0.1,80,0.2,17.898026,0.2388346,0.0,cosmoshub,2025-09-29,uniform
cosmoshub_weights.csv,200,0.2,80,0.2,16.04269,0.09583017,0.0,cosmoshub,2025-09-29,uniform
cosmoshub_weights.csv,200,0.3,80,0.2,14.187354,0.02575906,0.0,cosmoshub,2025-09-29,uniform
cosmoshub_weights.csv,200,0.0,80,0.25,23.014466,0.8243245,0.0,cosmoshub,2025-09-29,uniform
cosmoshub_weights.csv,200,0.1,80,0.25,20.87302,0.5850603,0.0,cosmoshub,2025-09-29,uniform
