file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk,chain,date,baseline
near_weights.csv,300,0.0,120,0.2,25.436617,0.06207857,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.1,120,0.2,23.092955,0.01614651,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.2,120,0.2,20.749294,0.002596864,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.3,120,0.2,18.405632,0.0002149335,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.0,120,0.25,32.893873,0.5994655,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.1,120,0.25,29.884486,0.3193959,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.2,120,0.25,26.875098,0.118057,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.3,120,0.25,23.865711,0.02636194,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.0,120,0.3,36.08006,0.8676547,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.1,120,0.3,32.792054,0.5897122,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.2,120,0.3,29.504048,0.288047,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.3,120,0.3,26.216042,0.08929661,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.0,120,0.33,41.572166,1.0,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.1,120,0.33,37.81495,0.9587873,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.2,120,0.33,34.057733,0.7077991,0.0,near,2025-09-20,uniform
near_weights.csv,300,0.3,120,0.33,30.300516,0.3552386,0.0,near,2025-09-20,uniform
osmosis_weights.csv,100,0.0,40,0.2,9.031453,0.5050859,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.1,40,0.2,8.368308,0.3745845,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.2,40,0.2,7.705163,0.2540181,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.3,40,0.2,7.042017,0.1535779,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.0,40,0.25,10.035052,0.6967313,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.1,40,0.25,9.311546,0.5604462,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.2,40,0.25,8.588041,0.4172799,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.3,40,0.25,7.864536,0.2815006,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.0,40,0.3,12.913832,0.9954679,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.1,40,0.3,12.022449,0.9534725,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.2,40,0.3,11.131066,0.8648159,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.3,40,0.3,10.239682,0.7323073,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.0,40,0.33,13.806504,1.0,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.1,40,0.33,12.865853,0.994354,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.2,40,0.33,11.925203,0.9460838,0.0,osmosis,2025-09-20,uniform
osmosis_weights.csv,100,0.3,40,0.33,10.984553,0.8458528,0.0,osmosis,2025-09-20,uniform
sei_weights.csv,40,0.0,16,0.2,3.881881,0.8345175,0.0,sei,2025-09-20,uniform
sei_weights.csv,40,0.1,16,0.2,3.653693,0.7730722,0.0,sei,2025-09-20,uniform
sei_weights.csv,40,0.2,16,0.2,3.425504,0.7017435,0.0,sei,2025-09-20,uniform
sei_weights.csv,40,0.3,16,0.2,3.197316,0.6214708,0.0,sei,2025-09-20,uniform
sei_weights.csv,40,0.0,16,0.25,4.703148,0.9722458,0.0,sei,2025-09-20,uniform
sei_weights.csv,40,0.1,16,0.25,4.432833,0.940845,0.0,sei,2025-09-20,uniform
sei_weights.csv,40,0.2,16,0.25,4.162518,0.8960367,0.0,sei,2025-09-20,uniform
sei_weights.csv,40,0.3,16,0.25,3.892203,0.8370558,0.0,sei,2025-09-20,uniform
sei_weights.csv,40,0.0,16,0.3,5.491304,1.0,0.13845,sei,2025-09-20,uniform
sei_weights.csv,40,0.1,16,0.3,5.182174,0.9985313,0.10367,sei,2025-09-20,uniform
sei_weights.csv,40,0.2,16,0.3,4.873043,0.9856121,0.0757,sei,2025-09-20,uniform
sei_weights.csv,40,0.3,16,0.3,4.563913,0.9576831,0.05577,sei,2025-09-20,uniform
sei_weights.csv,40,0.0,16,0.33,5.491304,1.0,0.13718,sei,2025-09-20,uniform
sei_weights.csv,40,0.1,16,0.33,5.182174,0.9985313,0.10422,sei,2025-09-20,uniform
sei_weights.csv,40,0.2,16,0.33,4.873043,0.9856121,0.07702,sei,2025-09-20,uniform
sei_weights.csv,40,0.3,16,0.33,4.563913,0.9576831,0.05606,sei,2025-09-20,uniform
solana_weights.csv,955,0.0,382,0.2,79.192578,5.801332e-05,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.1,382,0.2,71.633321,5.371921e-07,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.2,382,0.2,64.074063,9.093601e-10,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.3,382,0.2,56.514805,1.423017e-13,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.0,382,0.25,99.811095,0.07968367,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.1,382,0.25,90.349986,0.006433837,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.2,382,0.25,80.888876,0.0001378839,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.3,382,0.25,71.427767,4.630108e-07,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.0,382,0.3,116.232173,0.7022833,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.1,382,0.3,105.288956,0.2147074,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.2,382,0.3,94.345738,0.02139371,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.3,382,0.3,83.402521,0.0004468618,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.0,382,0.33,127.717296,1.0,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.1,382,0.33,115.745566,0.679295,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.2,382,0.33,103.773837,0.1681526,0.0,solana,2025-09-20,uniform
solana_weights.csv,955,0.3,382,0.33,91.802107,0.01021376,0.0,solana,2025-09-20,uniform
sui_weights.csv,122,0.0,48,0.2,9.8784,0.2823778,0.0,sui,2025-09-20,uniform
sui_weights.csv,122,0.1,48,0.2,9.284003,0.1980098,0.0,sui,2025-09-20,uniform
sui_weights.csv,122,0.2,48,0.2,8.689605,0.128731,0.0,sui,2025-09-20,uniform
sui_weights.csv,122,0.3,48,0.2,8.095208,0.07630996,0.0,sui,2025-09-20,uniform
sui_weights.csv,122,0.0,48,0.25,12.2064,0.6750277,0.0,sui,2025-09-20,uniform
sui_weights.csv,122,0.1,48,0.25,11.497235,0.5555375,0.0,sui,2025-09-20,uniform
sui_weights.csv,122,0.2,48,0.25,10.788071,0.4320005,0.0,sui,2025-09-20,uniform
sui_weights.csv,122,0.3,48,0.25,10.078906,0.3136442,0.0,sui,2025-09-20,uniform
sui_weights.csv,122,0.0,48,0.3,14.4528,0.9462862,0.00319,sui,2025-09-20,uniform
sui_weights.csv,122,0.1,48,0.3,13.637028,0.8724218,0.00159,sui,2025-09-20,uniform
sui_weights.csv,122,0.2,48,0.3,12.821256,0.768973,0.00082,sui,2025-09-20,uniform
sui_weights.csv,122,0.3,48,0.3,12.005485,0.6420918,0.00034,sui,2025-09-20,uniform
sui_weights.csv,122,0.0,48,0.33,15.912,0.9998378,0.05541,sui,2025-09-20,uniform
sui_weights.csv,122,0.1,48,0.33,15.028997,0.9793054,0.03126,sui,2025-09-20,uniform
sui_weights.csv,122,0.2,48,0.33,14.145993,0.9221966,0.01658,sui,2025-09-20,uniform
sui_weights.csv,122,0.3,48,0.33,13.26299,0.8283878,0.00836,sui,2025-09-20,uniform
tezos_weights.csv,267,0.0,106,0.2,24.139019,0.1772081,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.1,106,0.2,21.804517,0.06093018,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.2,106,0.2,19.470016,0.01345714,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.3,106,0.2,17.135515,0.001593229,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.0,106,0.25,30.823234,0.8025391,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.1,106,0.25,27.860012,0.512616,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.2,106,0.25,24.896789,0.2326299,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.3,106,0.25,21.933567,0.06530079,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.0,106,0.3,36.427528,1.0,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.1,106,0.3,32.943577,0.9438528,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.2,106,0.3,29.459626,0.6768066,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.3,106,0.3,25.975674,0.3250782,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.0,106,0.33,36.427528,1.0,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.1,106,0.33,32.943577,0.9438528,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.2,106,0.33,29.459626,0.6768066,0.0,tezos,2025-09-20,uniform
tezos_weights.csv,267,0.3,106,0.33,25.975674,0.3250782,0.0,tezos,2025-09-20,uniform
avalanche_weights.csv,907,0.0,362,0.2,73.011651,3.141545e-05,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.1,362,0.2,66.269251,3.434851e-07,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.2,362,0.2,59.526851,8.114795e-10,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.3,362,0.2,52.784451,2.302874e-13,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.0,362,0.25,92.256499,0.05413464,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.1,362,0.25,83.789173,0.004470729,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.2,362,0.25,75.321848,0.000111732,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.3,362,0.25,66.854522,5.365797e-07,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.0,362,0.3,109.759121,0.6967559,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.1,362,0.3,99.741092,0.2314508,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.2,362,0.3,89.723063,0.02851666,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.3,362,0.3,79.705034,0.0008965683,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.0,362,0.33,119.799221,0.9979085,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.1,362,0.33,108.896918,0.6544036,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.2,362,0.33,97.994614,0.17404,0.0,avalanche,2025-09-21,uniform
avalanche_weights.csv,907,0.3,362,0.33,87.09231,0.01337538,0.0,avalanche,2025-09-21,uniform
celestia_weights.csv,100,0.0,40,0.2,8.189262,0.3405886,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.1,40,0.2,7.530336,0.2252312,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.2,40,0.2,6.871409,0.1319129,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.3,40,0.2,6.212483,0.06583009,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.0,40,0.25,11.249157,0.8792249,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.1,40,0.25,10.364241,0.7531257,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.2,40,0.25,9.479326,0.5931501,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.3,40,0.25,8.59441,0.4185295,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.0,40,0.3,12.663439,0.9882571,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.1,40,0.3,11.677095,0.9246824,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.2,40,0.3,10.690751,0.8043389,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.3,40,0.3,9.704407,0.6361372,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.0,40,0.33,13.617658,1.0,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.1,40,0.33,12.575892,0.9849082,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.2,40,0.33,11.534126,0.91069,0.0,celestia,2025-09-21,uniform
celestia_weights.csv,100,0.3,40,0.33,10.49236,0.7738224,0.0,celestia,2025-09-21,uniform
cosmoshub_weights.csv,200,0.0,80,0.2,19.475004,0.4126161,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.1,80,0.2,17.647503,0.2151362,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.2,80,0.2,15.820003,0.08383275,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.3,80,0.2,13.992503,0.02178184,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.0,80,0.25,22.729496,0.7966576,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.1,80,0.25,20.616547,0.5533184,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.2,80,0.25,18.503597,0.3010708,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.3,80,0.25,16.390647,0.1167761,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.0,80,0.3,25.728332,0.9886575,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.1,80,0.3,23.355499,0.8551507,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.2,80,0.3,20.982666,0.598549,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.3,80,0.3,18.609832,0.312643,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.0,80,0.33,28.315137,1.0,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.1,80,0.33,25.723623,0.988542,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.2,80,0.33,23.132109,0.8352491,0.0,cosmoshub,2025-09-21,uniform
cosmoshub_weights.csv,200,0.3,80,0.33,20.540596,0.543885,0.0,cosmoshub,2025-09-21,uniform
injective_weights.csv,50,0.0,20,0.2,4.421609,0.6838795,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.1,20,0.2,4.099448,0.5851459,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.2,20,0.2,3.777287,0.478677,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.3,20,0.2,3.455126,0.3697078,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.0,20,0.25,5.603868,0.9350192,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.1,20,0.25,5.203481,0.8718428,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.2,20,0.25,4.803094,0.7858272,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.3,20,0.25,4.402707,0.6783733,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.0,20,0.3,6.719517,1.0,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.1,20,0.3,6.247565,0.9906723,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.2,20,0.3,5.775614,0.9552106,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.3,20,0.3,5.303662,0.8897979,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.0,20,0.33,6.719517,1.0,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.1,20,0.33,6.247565,0.9906723,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.2,20,0.33,5.775614,0.9552106,0.0,injective,2025-09-21,uniform
injective_weights.csv,50,0.3,20,0.33,5.303662,0.8897979,0.0,injective,2025-09-21,uniform
near_weights.csv,300,0.0,120,0.2,25.469149,0.06307588,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.1,120,0.2,23.122234,0.01646421,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.2,120,0.2,20.775319,0.002658677,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.3,120,0.2,18.428404,0.0002210845,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.0,120,0.25,32.921945,0.6021498,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.1,120,0.25,29.90975,0.321528,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.2,120,0.25,26.897556,0.1191342,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.3,120,0.25,23.885361,0.02667578,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.0,120,0.3,36.111374,0.8697223,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.1,120,0.3,32.820236,0.5924143,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.2,120,0.3,29.529099,0.2900661,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.3,120,0.3,26.237962,0.090166,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.0,120,0.33,41.607743,1.0,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.1,120,0.33,37.846969,0.9599951,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.2,120,0.33,34.086195,0.7103436,0.0,near,2025-09-21,uniform
near_weights.csv,300,0.3,120,0.33,30.32542,0.3574312,0.0,near,2025-09-21,uniform
osmosis_weights.csv,100,0.0,40,0.2,9.030484,0.5048933,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.1,40,0.2,8.367435,0.3744168,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.2,40,0.2,7.704387,0.2538871,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.3,40,0.2,7.041338,0.1534881,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.0,40,0.25,10.033641,0.6964804,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.1,40,0.25,9.310277,0.560197,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.2,40,0.25,8.586912,0.4170584,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.3,40,0.25,7.863548,0.281327,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.0,40,0.3,12.907793,0.9953346,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.1,40,0.3,12.017014,0.9530744,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.2,40,0.3,11.126234,0.8642096,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.3,40,0.3,10.235455,0.7315892,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.0,40,0.33,13.799963,1.0,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.1,40,0.33,12.859967,0.9942087,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.2,40,0.33,11.919971,0.9456703,0.0,osmosis,2025-09-21,uniform
osmosis_weights.csv,100,0.3,40,0.33,10.979974,0.8452411,0.0,osmosis,2025-09-21,uniform
sei_weights.csv,40,0.0,16,0.2,3.882775,0.8347383,0.0,sei,2025-09-21,uniform
sei_weights.csv,40,0.1,16,0.2,3.654498,0.7733067,0.0,sei,2025-09-21,uniform
sei_weights.csv,40,0.2,16,0.2,3.42622,0.7019818,0.0,sei,2025-09-21,uniform
sei_weights.csv,40,0.3,16,0.2,3.197943,0.6217019,0.0,sei,2025-09-21,uniform
sei_weights.csv,40,0.0,16,0.25,4.70428,0.9723506,0.0,sei,2025-09-21,uniform
sei_weights.csv,40,0.1,16,0.25,4.433852,0.940988,0.0,sei,2025-09-21,uniform
sei_weights.csv,40,0.2,16,0.25,4.163424,0.8962102,0.0,sei,2025-09-21,uniform
sei_weights.csv,40,0.3,16,0.25,3.892996,0.8372498,0.0,sei,2025-09-21,uniform
sei_weights.csv,40,0.0,16,0.3,5.488226,1.0,0.13867,sei,2025-09-21,uniform
sei_weights.csv,40,0.1,16,0.3,5.179403,0.9984762,0.10484,sei,2025-09-21,uniform
sei_weights.csv,40,0.2,16,0.3,4.870581,0.9854515,0.07591,sei,2025-09-21,uniform
sei_weights.csv,40,0.3,16,0.3,4.561758,0.9574312,0.05426,sei,2025-09-21,uniform
sei_weights.csv,40,0.0,16,0.33,5.488226,1.0,0.14034,sei,2025-09-21,uniform
sei_weights.csv,40,0.1,16,0.33,5.179403,0.9984762,0.10257,sei,2025-09-21,uniform
sei_weights.csv,40,0.2,16,0.33,4.870581,0.9854515,0.07742,sei,2025-09-21,uniform
sei_weights.csv,40,0.3,16,0.33,4.561758,0.9574312,0.05609,sei,2025-09-21,uniform
solana_weights.csv,956,0.0,382,0.2,80.790867,0.0001313712,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.1,382,0.2,73.071404,1.468286e-06,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.2,382,0.2,65.351941,3.09062e-09,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.3,382,0.2,57.632477,6.263957e-13,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.0,382,0.25,96.081432,0.03376331,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.1,382,0.25,86.952787,0.001928799,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.2,382,0.25,77.824141,2.75719e-05,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.3,382,0.25,68.695496,5.677115e-08,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.0,382,0.3,116.581144,0.7185245,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.1,382,0.3,105.602318,0.2252342,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.2,382,0.3,94.623492,0.02307302,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.3,382,0.3,83.644667,0.0004972683,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.0,382,0.33,127.789597,1.0,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.1,382,0.33,115.8098,0.6823501,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.2,382,0.33,103.830004,0.1697493,0.0,solana,2025-09-21,uniform
solana_weights.csv,956,0.3,382,0.33,91.850207,0.01036601,0.0,solana,2025-09-21,uniform
sui_weights.csv,122,0.0,48,0.2,9.8784,0.2823778,0.0,sui,2025-09-21,uniform
sui_weights.csv,122,0.1,48,0.2,9.284003,0.1980098,0.0,sui,2025-09-21,uniform
sui_weights.csv,122,0.2,48,0.2,8.689605,0.128731,0.0,sui,2025-09-21,uniform
sui_weights.csv,122,0.3,48,0.2,8.095208,0.07630996,0.0,sui,2025-09-21,uniform
sui_weights.csv,122,0.0,48,0.25,12.2064,0.6750277,0.0,sui,2025-09-21,uniform
sui_weights.csv,122,0.1,48,0.25,11.497235,0.5555375,0.0,sui,2025-09-21,uniform
sui_weights.csv,122,0.2,48,0.25,10.788071,0.4320005,0.0,sui,2025-09-21,uniform
sui_weights.csv,122,0.3,48,0.25,10.078906,0.3136442,0.0,sui,2025-09-21,uniform
sui_weights.csv,122,0.0,48,0.3,14.4528,0.9462862,0.00296,sui,2025-09-21,uniform
sui_weights.csv,122,0.1,48,0.3,13.637028,0.8724218,0.00137,sui,2025-09-21,uniform
sui_weights.csv,122,0.2,48,0.3,12.821256,0.768973,0.00069,sui,2025-09-21,uniform
sui_weights.csv,122,0.3,48,0.3,12.005485,0.6420918,0.00035,sui,2025-09-21,uniform
sui_weights.csv,122,0.0,48,0.33,15.912,0.9998378,0.05476,sui,2025-09-21,uniform
sui_weights.csv,122,0.1,48,0.33,15.028997,0.9793054,0.0305,sui,2025-09-21,uniform
sui_weights.csv,122,0.2,48,0.33,14.145993,0.9221966,0.01662,sui,2025-09-21,uniform
sui_weights.csv,122,0.3,48,0.33,13.26299,0.8283878,0.00868,sui,2025-09-21,uniform
tezos_weights.csv,267,0.0,106,0.2,24.171802,0.1794288,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.1,106,0.2,21.834023,0.06191017,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.2,106,0.2,19.496243,0.01372913,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.3,106,0.2,17.158464,0.001633286,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.0,106,0.25,30.853641,0.8050871,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.1,106,0.25,27.887378,0.5154617,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.2,106,0.25,24.921115,0.2345469,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.3,106,0.25,21.954852,0.06604281,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.0,106,0.3,36.456817,1.0,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.1,106,0.3,32.969937,0.9450929,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.2,106,0.3,29.483057,0.6791225,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.3,106,0.3,25.996177,0.3269694,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.0,106,0.33,36.456817,1.0,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.1,106,0.33,32.969937,0.9450929,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.2,106,0.33,29.483057,0.6791225,0.0,tezos,2025-09-21,uniform
tezos_weights.csv,267,0.3,106,0.33,25.996177,0.3269694,0.0,tezos,2025-09-21,uniform
avalanche_weights.csv,907,0.0,362,0.2,73.947834,5.334719e-05,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.1,362,0.2,67.111816,6.505227e-07,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.2,362,0.2,60.275798,1.74115e-09,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.3,362,0.2,53.439779,5.716064e-13,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.0,362,0.25,93.34127,0.06949656,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.1,362,0.25,84.765467,0.006291978,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.2,362,0.25,76.189664,0.0001742998,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.3,362,0.25,67.613861,9.414413e-07,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.0,362,0.3,110.946397,0.7528632,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.1,362,0.3,100.809641,0.2715029,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.2,362,0.3,90.672884,0.03661763,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.3,362,0.3,80.536128,0.001274017,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.0,362,0.33,120.921989,1.0,0.0,avalanche,2025-09-22,uniform
avalanche_weights.csv,907,0.1,362,0.33,109.907409,0.7039216,0.0,avalanche,2025-09-22,uniform
