date,chain,alpha,bound_reduction_%,mu_reduction_%
2025-10-05,solana,0.25,100.0,28.52
2025-10-05,sui,0.25,53.25,17.48
2025-10-05,tezos,0.25,89.98,28.78
2025-10-05,avalanche,0.3,99.73,27.35
2025-10-05,celestia,0.3,35.37,22.3
2025-10-05,cosmoshub,0.3,68.49,27.67
2025-10-05,injective,0.3,10.6,21.12
2025-10-05,near,0.3,87.79,27.46
2025-10-05,osmosis,0.3,35.23,21.19
2025-10-05,sei,0.3,7.34,16.02
2025-10-05,solana,0.3,99.92,28.27
2025-10-05,sui,0.3,31.73,16.99
2025-10-05,tezos,0.3,63.35,28.62
2025-10-05,avalanche,0.33,97.66,27.25
2025-10-05,celestia,0.33,23.89,21.9
2025-10-05,cosmoshub,0.33,45.91,27.45
2025-10-05,injective,0.33,10.6,21.12
2025-10-05,near,0.33,74.22,27.37
2025-10-05,osmosis,0.33,13.02,20.62
2025-10-05,sei,0.33,1.37,15.46
2025-10-05,solana,0.33,98.99,28.13
2025-10-05,sui,0.33,16.66,16.7
2025-10-05,tezos,0.33,63.35,28.62
2025-10-06,avalanche,0.2,100.0,27.64
2025-10-06,celestia,0.2,74.13,23.18
2025-10-06,cosmoshub,0.2,93.95,28.19
2025-10-06,injective,0.2,45.26,21.97
2025-10-06,near,0.2,99.69,27.71
2025-10-06,osmosis,0.2,77.43,22.72
2025-10-06,sei,0.2,26.98,17.07
2025-10-06,solana,0.2,100.0,28.67
2025-10-06,sui,0.2,72.87,18.09
2025-10-06,tezos,0.2,98.7,28.97
2025-10-06,avalanche,0.25,100.0,27.49
2025-10-06,celestia,0.25,61.73,22.9
2025-10-06,cosmoshub,0.25,84.65,27.9
2025-10-06,injective,0.25,26.86,21.51
2025-10-06,near,0.25,95.48,27.55
2025-10-06,osmosis,0.25,57.45,21.86
2025-10-06,sei,0.25,16.02,16.58
2025-10-06,solana,0.25,100.0,28.52
2025-10-06,sui,0.25,53.3,17.47
2025-10-06,tezos,0.25,89.92,28.78
2025-10-06,avalanche,0.3,99.87,27.36
2025-10-06,celestia,0.3,35.38,22.3
2025-10-06,cosmoshub,0.3,68.34,27.67
2025-10-06,injective,0.3,10.59,21.12
2025-10-06,near,0.3,87.89,27.48
2025-10-06,osmosis,0.3,35.28,21.18
2025-10-06,sei,0.3,7.35,16.02
2025-10-06,solana,0.3,99.92,28.27
2025-10-06,sui,0.3,31.8,16.98
2025-10-06,tezos,0.3,63.16,28.63
2025-10-06,avalanche,0.33,97.52,27.24
2025-10-06,celestia,0.33,23.88,21.9
2025-10-06,cosmoshub,0.33,45.64,27.46
2025-10-06,injective,0.33,10.59,21.12
2025-10-06,near,0.33,74.27,27.39
2025-10-06,osmosis,0.33,13.07,20.62
2025-10-06,sei,0.33,1.37,15.46
2025-10-06,solana,0.33,98.98,28.13
2025-10-06,sui,0.33,16.74,16.69
2025-10-06,tezos,0.33,63.16,28.63
2025-10-07,avalanche,0.2,100.0,27.78
2025-10-07,celestia,0.2,74.01,23.2
2025-10-07,cosmoshub,0.2,93.94,28.19
2025-10-07,injective,0.2,45.1,21.99
2025-10-07,near,0.2,99.66,27.72
2025-10-07,osmosis,0.2,77.45,22.72
2025-10-07,sei,0.2,26.86,17.12
2025-10-07,solana,0.2,100.0,28.67
2025-10-07,sui,0.2,72.85,18.09
2025-10-07,tezos,0.2,98.73,28.97
2025-10-07,avalanche,0.25,100.0,27.63
2025-10-07,celestia,0.25,61.54,22.92
2025-10-07,cosmoshub,0.25,84.63,27.91
2025-10-07,injective,0.25,26.65,21.54
2025-10-07,near,0.25,95.16,27.55
2025-10-07,osmosis,0.25,57.56,21.85
2025-10-07,sei,0.25,15.86,16.63
2025-10-07,solana,0.25,100.0,28.52
2025-10-07,sui,0.25,53.28,17.48
2025-10-07,tezos,0.25,90.04,28.79
2025-10-07,avalanche,0.3,99.82,27.52
2025-10-07,celestia,0.3,35.84,22.28
2025-10-07,cosmoshub,0.3,68.28,27.67
2025-10-07,injective,0.3,10.36,21.14
2025-10-07,near,0.3,87.15,27.48
2025-10-07,osmosis,0.3,35.4,21.18
2025-10-07,sei,0.3,7.16,16.07
2025-10-07,solana,0.3,99.9,28.27
2025-10-07,sui,0.3,31.8,16.98
2025-10-07,tezos,0.3,63.28,28.63
2025-10-07,avalanche,0.33,98.0,27.43
2025-10-07,celestia,0.33,24.47,21.87
2025-10-07,cosmoshub,0.33,45.45,27.46
2025-10-07,injective,0.33,10.36,21.14
2025-10-07,near,0.33,72.9,27.39
2025-10-07,osmosis,0.33,13.18,20.61
2025-10-07,sei,0.33,1.2,15.56
2025-10-07,solana,0.33,98.67,28.13
2025-10-07,sui,0.33,16.74,16.69
2025-10-07,tezos,0.33,63.28,28.63
2025-10-08,avalanche,0.2,100.0,27.63
2025-10-08,celestia,0.2,74.03,23.19
2025-10-08,cosmoshub,0.2,93.94,28.19
2025-10-08,injective,0.2,45.08,21.99
2025-10-08,near,0.2,99.66,27.68
2025-10-08,osmosis,0.2,77.34,22.74
2025-10-08,sei,0.2,26.71,17.18
2025-10-08,solana,0.2,100.0,28.67
2025-10-08,sui,0.2,72.85,18.09
2025-10-08,tezos,0.2,98.74,28.97
2025-10-08,avalanche,0.25,100.0,27.5
2025-10-08,celestia,0.25,61.54,22.92
2025-10-08,cosmoshub,0.25,84.61,27.91
2025-10-08,injective,0.25,26.64,21.54
2025-10-08,near,0.25,95.19,27.51
2025-10-08,osmosis,0.25,57.6,21.85
2025-10-08,sei,0.25,15.7,16.68
2025-10-08,solana,0.25,100.0,28.51
2025-10-08,sui,0.25,53.25,17.48
2025-10-08,tezos,0.25,90.11,28.79
2025-10-08,avalanche,0.3,99.75,27.34
2025-10-08,celestia,0.3,36.44,22.24
2025-10-08,cosmoshub,0.3,68.16,27.67
2025-10-08,injective,0.3,10.34,21.15
2025-10-08,near,0.3,87.35,27.44
2025-10-08,osmosis,0.3,35.59,21.16
2025-10-08,sei,0.3,6.32,16.31
2025-10-08,solana,0.3,99.9,28.26
2025-10-08,sui,0.3,31.76,16.98
2025-10-08,tezos,0.3,63.03,28.63
2025-10-08,avalanche,0.33,97.66,27.25
2025-10-08,celestia,0.33,25.11,21.83
2025-10-08,cosmoshub,0.33,45.22,27.46
2025-10-08,injective,0.33,10.34,21.15
2025-10-08,near,0.33,73.46,27.34
2025-10-08,osmosis,0.33,13.54,20.58
2025-10-08,sei,0.33,0.56,16.01
2025-10-08,solana,0.33,98.7,28.13
2025-10-08,sui,0.33,16.7,16.69
2025-10-08,tezos,0.33,63.03,28.63
2025-10-09,avalanche,0.2,100.0,27.62
2025-10-09,celestia,0.2,73.97,23.2
2025-10-09,cosmoshub,0.2,93.93,28.19
2025-10-09,injective,0.2,45.09,21.99
2025-10-09,near,0.2,99.67,27.71
2025-10-09,osmosis,0.2,77.3,22.74
2025-10-09,sei,0.2,26.73,17.18
2025-10-09,solana,0.2,100.0,28.65
2025-10-09,sui,0.2,72.71,18.14
2025-10-09,tezos,0.2,98.73,28.98
2025-10-09,avalanche,0.25,100.0,27.49
2025-10-09,celestia,0.25,61.46,22.93
2025-10-09,cosmoshub,0.25,84.57,27.91
2025-10-09,injective,0.25,26.65,21.54
2025-10-09,near,0.25,95.3,27.54
2025-10-09,osmosis,0.25,57.54,21.85
2025-10-09,sei,0.25,15.69,16.69
2025-10-09,solana,0.25,100.0,28.51
2025-10-09,sui,0.25,53.04,17.52
2025-10-09,tezos,0.25,90.03,28.79
2025-10-09,avalanche,0.3,99.76,27.33
2025-10-09,celestia,0.3,36.85,22.21
2025-10-09,cosmoshub,0.3,68.04,27.67
2025-10-09,injective,0.3,10.36,21.14
2025-10-09,near,0.3,87.54,27.47
2025-10-09,osmosis,0.3,35.54,21.16
2025-10-09,sei,0.3,6.31,16.32
2025-10-09,solana,0.3,99.9,28.26
2025-10-09,sui,0.3,31.49,17.02
2025-10-09,tezos,0.3,62.77,28.64
2025-10-09,avalanche,0.33,97.78,27.25
2025-10-09,celestia,0.33,14.97,21.44
2025-10-09,cosmoshub,0.33,45.06,27.46
2025-10-09,injective,0.33,10.36,21.14
2025-10-09,near,0.33,73.68,27.38
2025-10-09,osmosis,0.33,13.52,20.58
2025-10-09,sei,0.33,0.55,16.01
2025-10-09,solana,0.33,98.74,28.12
2025-10-09,sui,0.33,16.37,16.72
2025-10-09,tezos,0.33,62.77,28.64
2025-10-10,avalanche,0.2,100.0,27.67
2025-10-10,celestia,0.2,74.04,23.19
2025-10-10,cosmoshub,0.2,98.6,28.52
2025-10-10,injective,0.2,47.36,21.62
2025-10-10,near,0.2,99.71,27.74
2025-10-10,osmosis,0.2,76.96,22.8
2025-10-10,sei,0.2,26.83,17.14
2025-10-10,solana,0.2,100.0,28.65
2025-10-10,sui,0.2,72.74,18.13
2025-10-10,tezos,0.2,98.66,28.97
2025-10-10,avalanche,0.25,100.0,27.53
2025-10-10,celestia,0.25,61.51,22.92
2025-10-10,cosmoshub,0.25,84.16,27.92
2025-10-10,injective,0.25,28.85,21.25
2025-10-10,near,0.25,95.58,27.58
2025-10-10,osmosis,0.25,57.02,21.9
2025-10-10,sei,0.25,15.81,16.65
2025-10-10,solana,0.25,100.0,28.51
2025-10-10,sui,0.25,53.1,17.51
2025-10-10,tezos,0.25,89.72,28.78
2025-10-10,avalanche,0.3,99.89,27.42
2025-10-10,celestia,0.3,37.96,22.14
2025-10-10,cosmoshub,0.3,68.69,27.66
2025-10-10,injective,0.3,12.44,20.91
2025-10-10,near,0.3,87.96,27.51
2025-10-10,osmosis,0.3,34.73,21.22
2025-10-10,sei,0.3,6.46,16.27
2025-10-10,solana,0.3,99.9,28.26
2025-10-10,sui,0.3,31.56,17.01
2025-10-10,tezos,0.3,62.17,28.63
2025-10-10,avalanche,0.33,98.68,27.35
2025-10-10,celestia,0.33,16.0,21.38
2025-10-10,cosmoshub,0.33,46.08,27.45
2025-10-10,injective,0.33,12.44,20.91
2025-10-10,near,0.33,74.3,27.42
2025-10-10,osmosis,0.33,23.1,20.93
2025-10-10,sei,0.33,0.6,15.97
2025-10-10,solana,0.33,98.78,28.12
2025-10-10,sui,0.33,16.45,16.72
2025-10-10,tezos,0.33,62.17,28.63
2025-10-11,avalanche,0.2,100.0,27.65
2025-10-11,celestia,0.2,74.01,23.2
2025-10-11,cosmoshub,0.2,98.55,28.53
2025-10-11,injective,0.2,47.35,21.62
2025-10-11,near,0.2,99.73,27.75
2025-10-11,osmosis,0.2,76.76,22.83
2025-10-11,sei,0.2,26.8,17.15
2025-10-11,solana,0.2,100.0,28.65
2025-10-11,sui,0.2,72.8,18.11
2025-10-11,tezos,0.2,99.46,29.13
2025-10-11,avalanche,0.25,100.0,27.51
2025-10-11,celestia,0.25,61.99,22.88
2025-10-11,cosmoshub,0.25,93.63,28.21
2025-10-11,injective,0.25,28.89,21.24
2025-10-11,near,0.25,95.72,27.59
2025-10-11,osmosis,0.25,56.7,21.94
2025-10-11,sei,0.25,15.78,16.66
2025-10-11,solana,0.25,100.0,28.51
2025-10-11,sui,0.25,53.17,17.5
2025-10-11,tezos,0.25,93.7,28.98
2025-10-11,avalanche,0.3,99.77,27.38
2025-10-11,celestia,0.3,38.65,22.1
2025-10-11,cosmoshub,0.3,68.07,27.67
2025-10-11,injective,0.3,12.55,20.9
2025-10-11,near,0.3,88.25,27.53
2025-10-11,osmosis,0.3,34.28,21.26
2025-10-11,sei,0.3,6.43,16.28
2025-10-11,solana,0.3,99.9,28.26
2025-10-11,sui,0.3,31.7,16.99
2025-10-11,tezos,0.3,69.65,28.85
2025-10-11,avalanche,0.33,97.53,27.31
2025-10-11,celestia,0.33,16.64,21.34
2025-10-11,cosmoshub,0.33,45.4,27.46
2025-10-11,injective,0.33,3.21,20.28
2025-10-11,near,0.33,74.72,27.44
2025-10-11,osmosis,0.33,22.57,20.96
2025-10-11,sei,0.33,0.59,15.98
2025-10-11,solana,0.33,98.78,28.12
2025-10-11,sui,0.33,16.61,16.7
2025-10-11,tezos,0.33,69.65,28.85
2025-10-12,avalanche,0.2,100.0,27.64
2025-10-12,celestia,0.2,73.98,23.2
2025-10-12,cosmoshub,0.2,98.58,28.53
2025-10-12,injective,0.2,47.35,21.62
2025-10-12,near,0.2,99.73,27.75
2025-10-12,osmosis,0.2,76.87,22.81
2025-10-12,sei,0.2,26.71,17.19
2025-10-12,solana,0.2,100.0,28.65
2025-10-12,sui,0.2,72.92,18.07
2025-10-12,tezos,0.2,99.46,29.14
2025-10-12,avalanche,0.25,100.0,27.49
2025-10-12,celestia,0.25,61.94,22.88
2025-10-12,cosmoshub,0.25,93.73,28.2
2025-10-12,injective,0.25,28.9,21.24
2025-10-12,near,0.25,95.78,27.59
2025-10-12,osmosis,0.25,57.15,21.89
2025-10-12,sei,0.25,15.66,16.7
2025-10-12,solana,0.25,100.0,28.51
2025-10-12,sui,0.25,53.38,17.46
2025-10-12,tezos,0.25,93.75,28.98
2025-10-12,avalanche,0.3,99.75,27.36
2025-10-12,celestia,0.3,38.56,22.1
2025-10-12,cosmoshub,0.3,68.35,27.67
2025-10-12,injective,0.3,12.56,20.9
2025-10-12,near,0.3,88.39,27.52
2025-10-12,osmosis,0.3,35.15,21.19
2025-10-12,sei,0.3,6.27,16.33
2025-10-12,solana,0.3,99.96,28.31
2025-10-12,sui,0.3,32.01,16.95
2025-10-12,tezos,0.3,69.92,28.85
2025-10-12,avalanche,0.33,97.39,27.29
2025-10-12,celestia,0.33,16.47,21.35
2025-10-12,cosmoshub,0.33,45.3,27.46
2025-10-12,injective,0.33,3.21,20.28
2025-10-12,near,0.33,74.99,27.44
2025-10-12,osmosis,0.33,13.07,20.62
2025-10-12,sei,0.33,0.54,16.02
2025-10-12,solana,0.33,98.56,28.12
2025-10-12,sui,0.33,16.98,16.66
2025-10-12,tezos,0.33,69.92,28.85
2025-10-13,avalanche,0.2,100.0,27.63
2025-10-13,celestia,0.2,73.99,23.2
2025-10-13,cosmoshub,0.2,98.62,28.52
2025-10-13,injective,0.2,47.35,21.62
2025-10-13,near,0.2,99.76,27.78
2025-10-13,osmosis,0.2,76.92,22.8
2025-10-13,sei,0.2,26.71,17.19
2025-10-13,solana,0.2,100.0,28.64
2025-10-13,sui,0.2,72.65,17.98
2025-10-13,tezos,0.2,99.46,29.14
2025-10-13,avalanche,0.25,100.0,27.48
2025-10-13,celestia,0.25,61.95,22.88
2025-10-13,cosmoshub,0.25,84.24,27.91
2025-10-13,injective,0.25,28.88,21.24
2025-10-13,near,0.25,96.03,27.62
2025-10-13,osmosis,0.25,57.23,21.88
2025-10-13,sei,0.25,15.66,16.7
2025-10-13,solana,0.25,100.0,28.5
2025-10-13,sui,0.25,53.06,17.36
2025-10-13,tezos,0.25,93.01,28.99
2025-10-13,avalanche,0.3,99.74,27.35
2025-10-13,celestia,0.3,38.58,22.1
2025-10-13,cosmoshub,0.3,68.57,27.67
2025-10-13,injective,0.3,12.54,20.9
2025-10-13,near,0.3,88.88,27.55
2025-10-13,osmosis,0.3,35.25,21.19
2025-10-13,sei,0.3,6.28,16.33
2025-10-13,solana,0.3,99.92,28.25
2025-10-13,sui,0.3,31.7,16.85
2025-10-13,tezos,0.3,60.86,28.89
2025-10-13,avalanche,0.33,97.32,27.28
2025-10-13,celestia,0.33,16.51,21.34
2025-10-13,cosmoshub,0.33,45.54,27.46
2025-10-13,injective,0.33,3.2,20.29
2025-10-13,near,0.33,75.73,27.47
2025-10-13,osmosis,0.33,13.17,20.61
2025-10-13,sei,0.33,0.54,16.02
2025-10-13,solana,0.33,98.95,28.11
2025-10-13,sui,0.33,16.72,16.56
2025-10-13,tezos,0.33,60.86,28.89
2025-10-14,avalanche,0.2,100.0,27.62
2025-10-14,celestia,0.2,74.04,23.19
2025-10-14,cosmoshub,0.2,98.65,28.52
2025-10-14,injective,0.2,47.36,21.62
2025-10-14,near,0.2,99.74,27.79
2025-10-14,osmosis,0.2,77.24,22.75
2025-10-14,sei,0.2,26.7,17.19
2025-10-14,solana,0.2,100.0,28.64
2025-10-14,sui,0.2,72.7,17.96
2025-10-14,tezos,0.2,99.49,29.14
2025-10-14,avalanche,0.25,100.0,27.48
2025-10-14,celestia,0.25,62.02,22.88
2025-10-14,cosmoshub,0.25,84.33,27.91
2025-10-14,injective,0.25,28.89,21.24
2025-10-14,near,0.25,96.02,27.62
2025-10-14,osmosis,0.25,57.75,21.83
2025-10-14,sei,0.25,15.66,16.7
2025-10-14,solana,0.25,100.0,28.5
2025-10-14,sui,0.25,53.13,17.35
2025-10-14,tezos,0.25,93.2,28.99
2025-10-14,avalanche,0.3,99.74,27.35
2025-10-14,celestia,0.3,39.02,22.07
2025-10-14,cosmoshub,0.3,68.68,27.66
2025-10-14,injective,0.3,12.56,20.9
2025-10-14,near,0.3,89.02,27.55
2025-10-14,osmosis,0.3,36.03,21.13
2025-10-14,sei,0.3,6.27,16.33
2025-10-14,solana,0.3,99.92,28.25
2025-10-14,sui,0.3,31.8,16.83
2025-10-14,tezos,0.3,61.51,28.89
2025-10-14,avalanche,0.33,97.3,27.28
2025-10-14,celestia,0.33,17.2,21.3
2025-10-14,cosmoshub,0.33,45.56,27.46
2025-10-14,injective,0.33,3.21,20.28
2025-10-14,near,0.33,75.84,27.47
2025-10-14,osmosis,0.33,13.97,20.55
2025-10-14,sei,0.33,0.54,16.02
2025-10-14,solana,0.33,98.97,28.12
2025-10-14,sui,0.33,16.85,16.55
2025-10-14,tezos,0.33,61.51,28.89
2025-10-15,avalanche,0.2,100.0,27.62
2025-10-15,celestia,0.2,73.86,23.21
2025-10-15,cosmoshub,0.2,98.29,28.57
2025-10-15,injective,0.2,47.21,21.65
2025-10-15,near,0.2,99.73,27.78
2025-10-15,osmosis,0.2,77.31,22.74
2025-10-15,sei,0.2,26.68,17.2
2025-10-15,solana,0.2,100.0,28.63
2025-10-15,sui,0.2,72.7,17.96
2025-10-15,tezos,0.2,98.75,28.97
2025-10-15,avalanche,0.25,100.0,27.47
2025-10-15,celestia,0.25,62.43,22.84
2025-10-15,cosmoshub,0.25,92.83,28.24
2025-10-15,injective,0.25,28.76,21.26
2025-10-15,near,0.25,95.94,27.61
2025-10-15,osmosis,0.25,57.85,21.82
2025-10-15,sei,0.25,15.66,16.7
2025-10-15,solana,0.25,100.0,28.48
2025-10-15,sui,0.25,53.13,17.35
2025-10-15,tezos,0.25,89.19,28.8
2025-10-15,avalanche,0.3,99.77,27.35
2025-10-15,celestia,0.3,39.78,22.02
2025-10-15,cosmoshub,0.3,65.02,27.71
2025-10-15,injective,0.3,12.43,20.92
2025-10-15,near,0.3,88.95,27.54
2025-10-15,osmosis,0.3,36.29,21.11
2025-10-15,sei,0.3,6.28,16.32
2025-10-15,solana,0.3,99.92,28.24
2025-10-15,sui,0.3,31.8,16.83
2025-10-15,tezos,0.3,54.09,28.68
2025-10-15,avalanche,0.33,97.55,27.28
2025-10-15,celestia,0.33,17.92,21.25
2025-10-15,cosmoshub,0.33,41.25,27.5
2025-10-15,injective,0.33,12.43,20.92
2025-10-15,near,0.33,75.79,27.45
2025-10-15,osmosis,0.33,14.25,20.53
2025-10-15,sei,0.33,0.54,16.02
2025-10-15,solana,0.33,98.95,28.11
2025-10-15,sui,0.33,16.85,16.55
2025-10-15,tezos,0.33,54.09,28.68
2025-10-16,avalanche,0.2,100.0,27.53
2025-10-16,celestia,0.2,73.67,23.24
2025-10-16,cosmoshub,0.2,98.26,28.57
2025-10-16,injective,0.2,47.24,21.64
2025-10-16,near,0.2,99.8,27.83
2025-10-16,osmosis,0.2,77.3,22.74
2025-10-16,sei,0.2,27.34,16.92
2025-10-16,solana,0.2,100.0,28.63
2025-10-16,sui,0.2,72.63,17.98
2025-10-16,tezos,0.2,97.9,29.02
2025-10-16,avalanche,0.25,100.0,27.4
2025-10-16,celestia,0.25,51.76,22.37
2025-10-16,cosmoshub,0.25,92.72,28.24
2025-10-16,injective,0.25,28.8,21.26
2025-10-16,near,0.25,96.69,27.66
2025-10-16,osmosis,0.25,57.81,21.82
2025-10-16,sei,0.25,16.51,16.4
2025-10-16,solana,0.25,100.0,28.48
2025-10-16,sui,0.25,53.01,17.37
2025-10-16,tezos,0.25,83.02,28.86
2025-10-16,avalanche,0.3,99.79,27.27
2025-10-16,celestia,0.3,29.69,21.56
2025-10-16,cosmoshub,0.3,64.65,27.71
2025-10-16,injective,0.3,12.48,20.91
2025-10-16,near,0.3,90.66,27.59
2025-10-16,osmosis,0.3,36.24,21.11
2025-10-16,sei,0.3,7.33,16.02
2025-10-16,solana,0.3,99.93,28.24
2025-10-16,sui,0.3,31.63,16.86
2025-10-16,tezos,0.3,83.02,28.86
2025-10-16,avalanche,0.33,97.86,27.2
2025-10-16,celestia,0.33,18.84,21.19
2025-10-16,cosmoshub,0.33,41.01,27.5
2025-10-16,injective,0.33,12.48,20.91
2025-10-16,near,0.33,78.94,27.51
2025-10-16,osmosis,0.33,14.15,20.53
2025-10-16,sei,0.33,0.96,15.71
2025-10-16,solana,0.33,98.98,28.11
2025-10-16,sui,0.33,16.64,16.57
2025-10-16,tezos,0.33,45.43,28.71
2025-10-17,avalanche,0.2,100.0,27.53
2025-10-17,celestia,0.2,73.48,23.26
2025-10-17,cosmoshub,0.2,98.23,28.57
2025-10-17,injective,0.2,47.24,21.64
2025-10-17,near,0.2,99.83,27.84
2025-10-17,osmosis,0.2,77.31,22.74
2025-10-17,sei,0.2,27.34,16.91
2025-10-17,solana,0.2,100.0,28.64
2025-10-17,sui,0.2,72.61,17.99
2025-10-17,tezos,0.2,99.15,29.19
2025-10-17,avalanche,0.25,100.0,27.42
2025-10-17,celestia,0.25,52.18,22.34
2025-10-17,cosmoshub,0.25,92.65,28.25
2025-10-17,injective,0.25,28.8,21.26
2025-10-17,near,0.25,96.99,27.67
2025-10-17,osmosis,0.25,57.84,21.82
2025-10-17,sei,0.25,16.51,16.4
2025-10-17,solana,0.25,100.0,28.5
2025-10-17,sui,0.25,52.93,17.38
2025-10-17,tezos,0.25,88.96,29.06
2025-10-17,avalanche,0.3,99.76,27.3
2025-10-17,celestia,0.3,30.18,21.53
2025-10-17,cosmoshub,0.3,64.2,27.72
2025-10-17,injective,0.3,12.49,20.91
2025-10-17,near,0.3,91.32,27.61
2025-10-17,osmosis,0.3,36.31,21.11
2025-10-17,sei,0.3,7.34,16.02
2025-10-17,solana,0.3,99.91,28.26
2025-10-17,sui,0.3,31.42,16.88
2025-10-17,tezos,0.3,88.96,29.06
2025-10-17,avalanche,0.33,97.51,27.23
2025-10-17,celestia,0.33,19.3,21.17
2025-10-17,cosmoshub,0.33,40.39,27.51
2025-10-17,injective,0.33,12.49,20.91
2025-10-17,near,0.33,80.18,27.52
2025-10-17,osmosis,0.33,14.22,20.53
2025-10-17,sei,0.33,0.96,15.71
2025-10-17,solana,0.33,98.8,28.12
2025-10-17,sui,0.33,16.32,16.6
2025-10-17,tezos,0.33,53.46,28.94
2025-10-18,avalanche,0.2,100.0,27.58
2025-10-18,celestia,0.2,72.92,23.33
2025-10-18,cosmoshub,0.2,98.2,28.58
2025-10-18,injective,0.2,47.35,21.62
2025-10-18,near,0.2,99.82,27.87
2025-10-18,osmosis,0.2,77.34,22.74
2025-10-18,sei,0.2,27.33,16.92
2025-10-18,solana,0.2,100.0,28.64
2025-10-18,sui,0.2,72.89,18.08
2025-10-18,tezos,0.2,99.13,29.2
2025-10-18,avalanche,0.25,100.0,27.45
2025-10-18,celestia,0.25,62.55,22.83
2025-10-18,cosmoshub,0.25,92.54,28.25
2025-10-18,injective,0.25,28.92,21.24
2025-10-18,near,0.25,96.85,27.7
2025-10-18,osmosis,0.25,57.88,21.82
2025-10-18,sei,0.25,16.5,16.4
2025-10-18,solana,0.25,100.0,28.5
2025-10-18,sui,0.25,53.25,17.48
2025-10-18,tezos,0.25,88.8,29.06
2025-10-18,avalanche,0.3,99.86,27.35
2025-10-18,celestia,0.3,40.04,22.01
2025-10-18,cosmoshub,0.3,63.73,27.72
2025-10-18,injective,0.3,12.6,20.9
2025-10-18,near,0.3,90.88,27.63
2025-10-18,osmosis,0.3,36.35,21.1
2025-10-18,sei,0.3,7.32,16.02
2025-10-18,solana,0.3,99.91,28.25
2025-10-18,sui,0.3,31.73,16.99
2025-10-18,tezos,0.3,88.8,29.06
2025-10-18,avalanche,0.33,98.42,27.28
2025-10-18,celestia,0.33,19.54,21.15
2025-10-18,cosmoshub,0.33,39.6,27.52
2025-10-18,injective,0.33,3.22,20.28
2025-10-18,near,0.33,79.16,27.55
2025-10-18,osmosis,0.33,14.26,20.53
2025-10-18,sei,0.33,0.95,15.71
2025-10-18,solana,0.33,98.83,28.12
2025-10-18,sui,0.33,16.53,16.71
2025-10-18,tezos,0.33,53.05,28.94
2025-10-19,avalanche,0.2,100.0,27.58
2025-10-19,celestia,0.2,72.86,23.33
2025-10-19,cosmoshub,0.2,98.2,28.58
2025-10-19,injective,0.2,47.37,21.62
2025-10-19,near,0.2,99.83,27.87
2025-10-19,osmosis,0.2,77.38,22.73
2025-10-19,sei,0.2,27.34,16.91
2025-10-19,solana,0.2,100.0,28.63
2025-10-19,sui,0.2,72.89,18.08
2025-10-19,tezos,0.2,99.07,29.19
2025-10-19,avalanche,0.25,100.0,27.45
2025-10-19,celestia,0.25,62.58,22.83
2025-10-19,cosmoshub,0.25,92.54,28.25
2025-10-19,injective,0.25,28.95,21.23
2025-10-19,near,0.25,96.97,27.7
2025-10-19,osmosis,0.25,57.9,21.81
2025-10-19,sei,0.25,16.46,16.42
2025-10-19,solana,0.25,100.0,28.48
2025-10-19,sui,0.25,53.25,17.48
2025-10-19,tezos,0.25,88.21,29.06
2025-10-19,avalanche,0.3,99.84,27.35
2025-10-19,celestia,0.3,30.06,21.54
2025-10-19,cosmoshub,0.3,63.61,27.72
2025-10-19,injective,0.3,12.65,20.89
2025-10-19,near,0.3,91.14,27.64
2025-10-19,osmosis,0.3,36.4,21.1
2025-10-19,sei,0.3,7.29,16.03
2025-10-19,solana,0.3,99.93,28.22
2025-10-19,sui,0.3,31.73,16.99
2025-10-19,tezos,0.3,88.21,29.06
2025-10-19,avalanche,0.33,98.15,27.28
2025-10-19,celestia,0.33,20.28,21.1
2025-10-19,cosmoshub,0.33,39.46,27.52
2025-10-19,injective,0.33,3.24,20.28
2025-10-19,near,0.33,79.64,27.56
2025-10-19,osmosis,0.33,14.31,20.52
2025-10-19,sei,0.33,0.94,15.72
2025-10-19,solana,0.33,99.11,28.09
2025-10-19,sui,0.33,16.53,16.71
2025-10-19,tezos,0.33,51.56,28.94
2025-10-20,avalanche,0.2,100.0,27.46
2025-10-20,celestia,0.2,72.81,23.34
2025-10-20,cosmoshub,0.2,98.22,28.58
2025-10-20,injective,0.2,47.62,21.57
2025-10-20,near,0.2,99.82,27.86
2025-10-20,osmosis,0.2,77.36,22.73
2025-10-20,sei,0.2,27.34,16.91
2025-10-20,solana,0.2,100.0,28.63
2025-10-20,sui,0.2,72.85,18.09
2025-10-20,tezos,0.2,99.07,29.19
2025-10-20,avalanche,0.25,100.0,27.36
2025-10-20,celestia,0.25,62.51,22.83
2025-10-20,cosmoshub,0.25,92.58,28.25
2025-10-20,injective,0.25,29.19,21.2
2025-10-20,near,0.25,96.89,27.7
2025-10-20,osmosis,0.25,57.84,21.82
2025-10-20,sei,0.25,16.46,16.42
2025-10-20,solana,0.25,100.0,28.48
2025-10-20,sui,0.25,53.2,17.49
2025-10-20,tezos,0.25,88.24,29.06
2025-10-20,avalanche,0.3,99.67,27.23
2025-10-20,celestia,0.3,29.95,21.55
2025-10-20,cosmoshub,0.3,63.75,27.72
2025-10-20,injective,0.3,12.88,20.86
2025-10-20,near,0.3,90.96,27.63
2025-10-20,osmosis,0.3,36.32,21.11
2025-10-20,sei,0.3,7.29,16.03
