date,chain,alpha,bound_reduction_%,mu_reduction_%
2025-09-20,solana,0.2,100.0,28.64
2025-09-20,sui,0.2,72.98,18.05
2025-09-20,tezos,0.2,99.1,29.01
2025-09-20,avalanche,0.25,100.0,27.53
2025-09-20,celestia,0.25,52.38,23.6
2025-09-20,cosmoshub,0.25,85.33,27.89
2025-09-20,injective,0.25,27.44,21.43
2025-09-20,near,0.25,95.6,27.45
2025-09-20,osmosis,0.25,59.6,21.63
2025-09-20,sei,0.25,13.9,17.24
2025-09-20,solana,0.25,100.0,28.44
2025-09-20,sui,0.25,53.54,17.43
2025-09-20,tezos,0.25,91.86,28.84
2025-09-20,avalanche,0.3,99.89,27.38
2025-09-20,celestia,0.3,35.7,23.36
2025-09-20,cosmoshub,0.3,68.34,27.67
2025-09-20,injective,0.3,11.01,21.07
2025-09-20,near,0.3,89.71,27.34
2025-09-20,osmosis,0.3,26.44,20.71
2025-09-20,sei,0.3,4.23,16.89
2025-09-20,solana,0.3,99.94,28.24
2025-09-20,sui,0.3,32.15,16.93
2025-09-20,tezos,0.3,67.49,28.69
2025-09-20,avalanche,0.33,97.64,27.28
2025-09-20,celestia,0.33,22.69,22.95
2025-09-20,cosmoshub,0.33,45.53,27.46
2025-09-20,injective,0.33,11.01,21.07
2025-09-20,near,0.33,64.48,27.11
2025-09-20,osmosis,0.33,15.41,20.44
2025-09-20,sei,0.33,4.23,16.89
2025-09-20,solana,0.33,98.98,28.12
2025-09-20,sui,0.33,17.15,16.65
2025-09-20,tezos,0.33,67.49,28.69
2025-09-21,avalanche,0.2,100.0,27.7
2025-09-21,celestia,0.2,80.67,24.14
2025-09-21,cosmoshub,0.2,94.72,28.15
2025-09-21,injective,0.2,45.94,21.86
2025-09-21,near,0.2,99.65,27.64
2025-09-21,osmosis,0.2,69.6,22.03
2025-09-21,sei,0.2,25.52,17.64
2025-09-21,solana,0.2,100.0,28.66
2025-09-21,sui,0.2,72.98,18.05
2025-09-21,tezos,0.2,99.09,29.01
2025-09-21,avalanche,0.25,100.0,27.53
2025-09-21,celestia,0.25,52.4,23.6
2025-09-21,cosmoshub,0.25,85.34,27.89
2025-09-21,injective,0.25,27.45,21.43
2025-09-21,near,0.25,95.57,27.45
2025-09-21,osmosis,0.25,59.61,21.63
2025-09-21,sei,0.25,13.89,17.25
2025-09-21,solana,0.25,100.0,28.5
2025-09-21,sui,0.25,53.54,17.43
2025-09-21,tezos,0.25,91.8,28.84
2025-09-21,avalanche,0.3,99.87,27.38
2025-09-21,celestia,0.3,35.63,23.37
2025-09-21,cosmoshub,0.3,68.38,27.67
2025-09-21,injective,0.3,11.02,21.07
2025-09-21,near,0.3,89.63,27.34
2025-09-21,osmosis,0.3,26.5,20.7
2025-09-21,sei,0.3,4.26,16.88
2025-09-21,solana,0.3,99.93,28.25
2025-09-21,sui,0.3,32.15,16.93
2025-09-21,tezos,0.3,67.3,28.69
2025-09-21,avalanche,0.33,98.66,27.3
2025-09-21,celestia,0.33,22.62,22.95
2025-09-21,cosmoshub,0.33,45.61,27.46
2025-09-21,injective,0.33,11.02,21.07
2025-09-21,near,0.33,64.26,27.12
2025-09-21,osmosis,0.33,15.48,20.43
2025-09-21,sei,0.33,4.26,16.88
2025-09-21,solana,0.33,98.96,28.12
2025-09-21,sui,0.33,17.15,16.65
2025-09-21,tezos,0.33,67.3,28.69
2025-09-22,avalanche,0.2,100.0,27.73
2025-09-22,celestia,0.2,80.67,24.14
2025-09-22,cosmoshub,0.2,94.7,28.15
2025-09-22,injective,0.2,45.94,21.86
2025-09-22,near,0.2,99.51,27.72
2025-09-22,osmosis,0.2,69.73,22.01
2025-09-22,sei,0.2,25.52,17.64
2025-09-22,solana,0.2,100.0,28.66
2025-09-22,sui,0.2,72.99,18.05
2025-09-22,tezos,0.2,98.36,28.9
2025-09-22,avalanche,0.25,100.0,27.56
2025-09-22,celestia,0.25,52.45,23.6
2025-09-22,cosmoshub,0.25,85.29,27.89
2025-09-22,injective,0.25,27.45,21.43
2025-09-22,near,0.25,98.06,27.62
2025-09-22,osmosis,0.25,59.74,21.61
2025-09-22,sei,0.25,13.89,17.25
2025-09-22,solana,0.25,100.0,28.5
2025-09-22,sui,0.25,53.56,17.42
2025-09-22,tezos,0.25,88.4,28.71
2025-09-22,avalanche,0.3,99.83,27.41
2025-09-22,celestia,0.3,35.66,23.37
2025-09-22,cosmoshub,0.3,68.27,27.67
2025-09-22,injective,0.3,11.04,21.07
2025-09-22,near,0.3,86.07,27.43
2025-09-22,osmosis,0.3,26.66,20.69
2025-09-22,sei,0.3,4.26,16.88
2025-09-22,solana,0.3,99.93,28.25
2025-09-22,sui,0.3,32.18,16.93
2025-09-22,tezos,0.3,60.55,28.55
2025-09-22,avalanche,0.33,98.31,27.33
2025-09-22,celestia,0.33,22.64,22.95
2025-09-22,cosmoshub,0.33,45.49,27.46
2025-09-22,injective,0.33,11.04,21.07
2025-09-22,near,0.33,72.74,27.32
2025-09-22,osmosis,0.33,15.65,20.42
2025-09-22,sei,0.33,4.26,16.88
2025-09-22,solana,0.33,98.95,28.12
2025-09-22,sui,0.33,17.19,16.64
2025-09-22,tezos,0.33,60.55,28.55
2025-09-23,avalanche,0.2,100.0,27.77
2025-09-23,celestia,0.2,71.08,23.52
2025-09-23,cosmoshub,0.2,94.58,28.16
2025-09-23,injective,0.2,45.93,21.86
2025-09-23,near,0.2,99.62,27.66
2025-09-23,osmosis,0.2,69.58,22.03
2025-09-23,sei,0.2,26.21,17.38
2025-09-23,solana,0.2,100.0,28.66
2025-09-23,sui,0.2,72.94,18.06
2025-09-23,tezos,0.2,98.49,28.93
2025-09-23,avalanche,0.25,100.0,27.63
2025-09-23,celestia,0.25,57.07,23.28
2025-09-23,cosmoshub,0.25,85.05,27.9
2025-09-23,injective,0.25,27.43,21.44
2025-09-23,near,0.25,94.74,27.5
2025-09-23,osmosis,0.25,59.61,21.63
2025-09-23,sei,0.25,14.78,16.98
2025-09-23,solana,0.25,100.0,28.5
2025-09-23,sui,0.25,53.48,17.44
2025-09-23,tezos,0.25,88.91,28.75
2025-09-23,avalanche,0.3,99.9,27.47
2025-09-23,celestia,0.3,42.15,23.03
2025-09-23,cosmoshub,0.3,67.89,27.67
2025-09-23,injective,0.3,11.02,21.07
2025-09-23,near,0.3,86.38,27.43
2025-09-23,osmosis,0.3,26.49,20.7
2025-09-23,sei,0.3,5.26,16.6
2025-09-23,solana,0.3,99.93,28.25
2025-09-23,sui,0.3,32.08,16.94
2025-09-23,tezos,0.3,61.33,28.58
2025-09-23,avalanche,0.33,97.88,27.35
2025-09-23,celestia,0.33,18.39,22.2
2025-09-23,cosmoshub,0.33,45.06,27.46
2025-09-23,injective,0.33,11.02,21.07
2025-09-23,near,0.33,71.81,27.33
2025-09-23,osmosis,0.33,15.51,20.43
2025-09-23,sei,0.33,5.26,16.6
2025-09-23,solana,0.33,98.96,28.12
2025-09-23,sui,0.33,17.07,16.66
2025-09-23,tezos,0.33,61.33,28.58
2025-09-24,avalanche,0.2,100.0,27.77
2025-09-24,celestia,0.2,71.14,23.52
2025-09-24,cosmoshub,0.2,94.52,28.16
2025-09-24,injective,0.2,45.68,21.9
2025-09-24,near,0.2,99.13,27.68
2025-09-24,osmosis,0.2,78.71,22.51
2025-09-24,sei,0.2,27.12,17.01
2025-09-24,solana,0.2,100.0,28.66
2025-09-24,sui,0.2,72.92,18.07
2025-09-24,tezos,0.2,98.56,28.94
2025-09-24,avalanche,0.25,100.0,27.64
2025-09-24,celestia,0.25,57.26,23.27
2025-09-24,cosmoshub,0.25,84.92,27.9
2025-09-24,injective,0.25,27.24,21.46
2025-09-24,near,0.25,96.51,27.6
2025-09-24,osmosis,0.25,59.44,21.65
2025-09-24,sei,0.25,16.04,16.57
2025-09-24,solana,0.25,100.0,28.5
2025-09-24,sui,0.25,53.46,17.44
2025-09-24,tezos,0.25,89.2,28.75
2025-09-24,avalanche,0.3,99.9,27.48
2025-09-24,celestia,0.3,42.31,23.02
2025-09-24,cosmoshub,0.3,67.65,27.68
2025-09-24,injective,0.3,10.97,21.08
2025-09-24,near,0.3,78.59,27.4
2025-09-24,osmosis,0.3,37.66,21.0
2025-09-24,sei,0.3,7.3,16.03
2025-09-24,solana,0.3,99.93,28.25
2025-09-24,sui,0.3,32.04,16.95
2025-09-24,tezos,0.3,61.83,28.59
2025-09-24,avalanche,0.33,97.91,27.36
2025-09-24,celestia,0.33,18.86,22.17
2025-09-24,cosmoshub,0.33,44.79,27.47
2025-09-24,injective,0.33,10.97,21.08
2025-09-24,near,0.33,61.12,27.29
2025-09-24,osmosis,0.33,15.34,20.44
2025-09-24,sei,0.33,1.32,15.49
2025-09-24,solana,0.33,98.97,28.12
2025-09-24,sui,0.33,17.03,16.66
2025-09-24,tezos,0.33,61.83,28.59
2025-09-25,avalanche,0.2,100.0,27.78
2025-09-25,celestia,0.2,71.1,23.52
2025-09-25,cosmoshub,0.2,94.45,28.17
2025-09-25,injective,0.2,45.67,21.9
2025-09-25,near,0.2,99.64,27.65
2025-09-25,osmosis,0.2,78.79,22.5
2025-09-25,sei,0.2,27.37,16.9
2025-09-25,solana,0.2,100.0,28.67
2025-09-25,sui,0.2,72.94,18.06
2025-09-25,tezos,0.2,98.5,28.93
2025-09-25,avalanche,0.25,100.0,27.65
2025-09-25,celestia,0.25,57.32,23.27
2025-09-25,cosmoshub,0.25,84.94,27.9
2025-09-25,injective,0.25,27.23,21.46
2025-09-25,near,0.25,94.96,27.49
2025-09-25,osmosis,0.25,59.55,21.63
2025-09-25,sei,0.25,16.38,16.45
2025-09-25,solana,0.25,100.0,28.51
2025-09-25,sui,0.25,53.46,17.44
2025-09-25,tezos,0.25,88.98,28.74
2025-09-25,avalanche,0.3,99.91,27.49
2025-09-25,celestia,0.3,42.42,23.01
2025-09-25,cosmoshub,0.3,67.68,27.68
2025-09-25,injective,0.3,10.97,21.08
2025-09-25,near,0.3,86.96,27.41
2025-09-25,osmosis,0.3,26.89,20.68
2025-09-25,sei,0.3,7.71,15.91
2025-09-25,solana,0.3,99.92,28.26
2025-09-25,sui,0.3,32.04,16.95
2025-09-25,tezos,0.3,61.37,28.58
2025-09-25,avalanche,0.33,97.91,27.37
2025-09-25,celestia,0.33,17.03,22.27
2025-09-25,cosmoshub,0.33,44.86,27.46
2025-09-25,injective,0.33,10.97,21.08
2025-09-25,near,0.33,72.95,27.32
2025-09-25,osmosis,0.33,15.91,20.4
2025-09-25,sei,0.33,1.55,15.36
2025-09-25,solana,0.33,98.89,28.13
2025-09-25,sui,0.33,17.03,16.66
2025-09-25,tezos,0.33,61.37,28.58
2025-09-26,avalanche,0.2,100.0,27.81
2025-09-26,celestia,0.2,71.2,23.51
2025-09-26,cosmoshub,0.2,94.37,28.17
2025-09-26,injective,0.2,45.7,21.9
2025-09-26,near,0.2,99.64,27.63
2025-09-26,osmosis,0.2,78.73,22.51
2025-09-26,sei,0.2,27.35,16.91
2025-09-26,solana,0.2,100.0,28.67
2025-09-26,sui,0.2,72.94,18.06
2025-09-26,tezos,0.2,98.58,28.94
2025-09-26,avalanche,0.25,100.0,27.68
2025-09-26,celestia,0.25,57.46,23.25
2025-09-26,cosmoshub,0.25,84.8,27.9
2025-09-26,injective,0.25,27.28,21.46
2025-09-26,near,0.25,95.22,27.45
2025-09-26,osmosis,0.25,59.32,21.66
2025-09-26,sei,0.25,16.36,16.45
2025-09-26,solana,0.25,100.0,28.51
2025-09-26,sui,0.25,53.46,17.44
2025-09-26,tezos,0.25,89.39,28.76
2025-09-26,avalanche,0.3,99.9,27.53
2025-09-26,celestia,0.3,28.19,22.69
2025-09-26,cosmoshub,0.3,67.43,27.68
2025-09-26,injective,0.3,11.02,21.07
2025-09-26,near,0.3,87.62,27.38
2025-09-26,osmosis,0.3,26.4,20.71
2025-09-26,sei,0.3,7.69,15.91
2025-09-26,solana,0.3,99.92,28.26
2025-09-26,sui,0.3,32.04,16.95
2025-09-26,tezos,0.3,62.22,28.6
2025-09-26,avalanche,0.33,97.82,27.41
2025-09-26,celestia,0.33,17.22,22.26
2025-09-26,cosmoshub,0.33,44.62,27.47
2025-09-26,injective,0.33,11.02,21.07
2025-09-26,near,0.33,74.3,27.29
2025-09-26,osmosis,0.33,15.41,20.44
2025-09-26,sei,0.33,1.54,15.37
2025-09-26,solana,0.33,98.89,28.13
2025-09-26,sui,0.33,17.03,16.66
2025-09-26,tezos,0.33,62.22,28.6
2025-09-27,avalanche,0.2,100.0,27.82
2025-09-27,celestia,0.2,71.22,23.51
2025-09-27,cosmoshub,0.2,94.22,28.18
2025-09-27,injective,0.2,45.45,21.94
2025-09-27,near,0.2,99.61,27.58
2025-09-27,osmosis,0.2,78.3,22.58
2025-09-27,sei,0.2,27.37,16.9
2025-09-27,solana,0.2,100.0,28.67
2025-09-27,sui,0.2,72.81,18.1
2025-09-27,tezos,0.2,98.62,28.95
2025-09-27,avalanche,0.25,100.0,27.66
2025-09-27,celestia,0.25,57.46,23.25
2025-09-27,cosmoshub,0.25,84.48,27.91
2025-09-27,injective,0.25,26.64,21.54
2025-09-27,near,0.25,95.0,27.41
2025-09-27,osmosis,0.25,58.66,21.73
2025-09-27,sei,0.25,16.39,16.44
2025-09-27,solana,0.25,100.0,28.5
2025-09-27,sui,0.25,53.36,17.46
2025-09-27,tezos,0.25,89.55,28.77
2025-09-27,avalanche,0.3,99.85,27.52
2025-09-27,celestia,0.3,28.2,22.69
2025-09-27,cosmoshub,0.3,66.86,27.69
2025-09-27,injective,0.3,10.4,21.14
2025-09-27,near,0.3,87.21,27.33
2025-09-27,osmosis,0.3,36.7,21.08
2025-09-27,sei,0.3,7.72,15.9
2025-09-27,solana,0.3,99.93,28.25
2025-09-27,sui,0.3,31.9,16.96
2025-09-27,tezos,0.3,62.43,28.61
2025-09-27,avalanche,0.33,98.34,27.44
2025-09-27,celestia,0.33,17.23,22.26
2025-09-27,cosmoshub,0.33,43.97,27.47
2025-09-27,injective,0.33,10.4,21.14
2025-09-27,near,0.33,73.76,27.24
2025-09-27,osmosis,0.33,14.32,20.52
2025-09-27,sei,0.33,1.55,15.36
2025-09-27,solana,0.33,99.0,28.12
2025-09-27,sui,0.33,16.86,16.68
2025-09-27,tezos,0.33,62.43,28.61
2025-09-28,avalanche,0.2,100.0,27.82
2025-09-28,celestia,0.2,71.21,23.51
2025-09-28,cosmoshub,0.2,94.24,28.18
2025-09-28,injective,0.2,45.4,21.94
2025-09-28,near,0.2,99.61,27.57
2025-09-28,osmosis,0.2,78.3,22.58
2025-09-28,sei,0.2,27.4,16.89
2025-09-28,solana,0.2,100.0,28.67
2025-09-28,sui,0.2,72.83,18.1
2025-09-28,tezos,0.2,98.61,28.95
2025-09-28,avalanche,0.25,100.0,27.66
2025-09-28,celestia,0.25,57.45,23.26
2025-09-28,cosmoshub,0.25,84.37,27.91
2025-09-28,injective,0.25,26.61,21.54
2025-09-28,near,0.25,95.01,27.4
2025-09-28,osmosis,0.25,58.66,21.73
2025-09-28,sei,0.25,16.43,16.43
2025-09-28,solana,0.25,100.0,28.5
2025-09-28,sui,0.25,53.38,17.46
2025-09-28,tezos,0.25,89.49,28.76
2025-09-28,avalanche,0.3,99.93,27.55
2025-09-28,celestia,0.3,42.59,23.0
2025-09-28,cosmoshub,0.3,66.67,27.69
2025-09-28,injective,0.3,10.39,21.14
2025-09-28,near,0.3,87.22,27.33
2025-09-28,osmosis,0.3,36.6,21.08
2025-09-28,sei,0.3,7.76,15.89
2025-09-28,solana,0.3,99.93,28.25
2025-09-28,sui,0.3,31.94,16.96
2025-09-28,tezos,0.3,62.25,28.61
2025-09-28,avalanche,0.33,98.13,27.44
2025-09-28,celestia,0.33,17.22,22.26
2025-09-28,cosmoshub,0.33,43.78,27.48
2025-09-28,injective,0.33,10.39,21.14
2025-09-28,near,0.33,73.75,27.23
2025-09-28,osmosis,0.33,14.24,20.53
2025-09-28,sei,0.33,1.58,15.34
2025-09-28,solana,0.33,99.0,28.12
2025-09-28,sui,0.33,16.9,16.67
2025-09-28,tezos,0.33,62.25,28.61
2025-09-29,avalanche,0.2,100.0,27.81
2025-09-29,celestia,0.2,71.2,23.51
2025-09-29,cosmoshub,0.2,94.23,28.18
2025-09-29,injective,0.2,45.4,21.94
2025-09-29,near,0.2,99.68,27.62
2025-09-29,osmosis,0.2,78.3,22.58
2025-09-29,sei,0.2,27.4,16.89
2025-09-29,solana,0.2,100.0,28.68
2025-09-29,sui,0.2,72.81,18.1
2025-09-29,tezos,0.2,98.53,28.95
2025-09-29,avalanche,0.25,100.0,27.65
2025-09-29,celestia,0.25,57.44,23.26
2025-09-29,cosmoshub,0.25,84.23,27.91
2025-09-29,injective,0.25,26.61,21.54
2025-09-29,near,0.25,95.51,27.45
2025-09-29,osmosis,0.25,58.66,21.73
2025-09-29,sei,0.25,16.43,16.43
2025-09-29,solana,0.25,100.0,28.52
2025-09-29,sui,0.25,53.36,17.46
2025-09-29,tezos,0.25,89.13,28.76
2025-09-29,avalanche,0.3,99.92,27.54
2025-09-29,celestia,0.3,42.58,23.0
2025-09-29,cosmoshub,0.3,66.39,27.69
2025-09-29,injective,0.3,10.4,21.14
2025-09-29,near,0.3,88.18,27.38
2025-09-29,osmosis,0.3,36.6,21.08
2025-09-29,sei,0.3,7.77,15.89
2025-09-29,solana,0.3,99.92,28.26
2025-09-29,sui,0.3,31.9,16.96
2025-09-29,tezos,0.3,61.55,28.6
2025-09-29,avalanche,0.33,98.02,27.43
2025-09-29,celestia,0.33,17.21,22.26
2025-09-29,cosmoshub,0.33,43.48,27.48
2025-09-29,injective,0.33,10.4,21.14
2025-09-29,near,0.33,75.22,27.29
2025-09-29,osmosis,0.33,14.24,20.53
2025-09-29,sei,0.33,1.58,15.34
2025-09-29,solana,0.33,98.94,28.13
2025-09-29,sui,0.33,16.86,16.68
2025-09-29,tezos,0.33,61.55,28.6
2025-09-30,avalanche,0.2,100.0,27.76
2025-09-30,celestia,0.2,71.22,23.51
2025-09-30,cosmoshub,0.2,94.26,28.18
2025-09-30,injective,0.2,45.71,21.9
2025-09-30,near,0.2,99.64,27.63
2025-09-30,osmosis,0.2,78.4,22.57
2025-09-30,sei,0.2,27.01,17.06
2025-09-30,solana,0.2,100.0,28.68
2025-09-30,sui,0.2,72.8,18.11
2025-09-30,tezos,0.2,98.6,28.96
2025-09-30,avalanche,0.25,100.0,27.6
2025-09-30,celestia,0.25,57.47,23.25
2025-09-30,cosmoshub,0.25,83.94,27.92
2025-09-30,injective,0.25,27.02,21.49
2025-09-30,near,0.25,95.2,27.46
2025-09-30,osmosis,0.25,58.8,21.72
2025-09-30,sei,0.25,16.04,16.57
2025-09-30,solana,0.25,100.0,28.52
2025-09-30,sui,0.25,53.33,17.47
2025-09-30,tezos,0.25,89.43,28.77
2025-09-30,avalanche,0.3,99.8,27.46
2025-09-30,celestia,0.3,28.22,22.69
2025-09-30,cosmoshub,0.3,65.87,27.7
2025-09-30,injective,0.3,10.88,21.09
2025-09-30,near,0.3,87.54,27.38
2025-09-30,osmosis,0.3,36.84,21.07
2025-09-30,sei,0.3,7.38,16.01
2025-09-30,solana,0.3,99.92,28.26
2025-09-30,sui,0.3,31.87,16.97
2025-09-30,tezos,0.3,62.06,28.61
2025-09-30,avalanche,0.33,98.1,27.37
2025-09-30,celestia,0.33,17.25,22.26
2025-09-30,cosmoshub,0.33,42.9,27.48
2025-09-30,injective,0.33,10.88,21.09
2025-09-30,near,0.33,74.13,27.29
2025-09-30,osmosis,0.33,14.52,20.51
2025-09-30,sei,0.33,1.39,15.45
2025-09-30,solana,0.33,98.95,28.13
2025-09-30,sui,0.33,16.82,16.68
2025-09-30,tezos,0.33,62.06,28.61
2025-10-01,avalanche,0.2,100.0,27.63
2025-10-01,celestia,0.2,71.25,23.51
2025-10-01,cosmoshub,0.2,94.23,28.18
2025-10-01,injective,0.2,45.67,21.9
2025-10-01,near,0.2,99.65,27.62
2025-10-01,osmosis,0.2,78.5,22.55
2025-10-01,sei,0.2,27.02,17.06
2025-10-01,solana,0.2,100.0,28.69
2025-10-01,sui,0.2,72.83,18.1
2025-10-01,tezos,0.2,98.69,28.96
2025-10-01,avalanche,0.25,100.0,27.5
2025-10-01,celestia,0.25,57.51,23.25
2025-10-01,cosmoshub,0.25,84.32,27.91
2025-10-01,injective,0.25,26.98,21.49
2025-10-01,near,0.25,95.24,27.44
2025-10-01,osmosis,0.25,58.96,21.7
2025-10-01,sei,0.25,16.04,16.57
2025-10-01,solana,0.25,100.0,28.53
2025-10-01,sui,0.25,53.23,17.49
2025-10-01,tezos,0.25,89.84,28.77
2025-10-01,avalanche,0.3,99.82,27.35
2025-10-01,celestia,0.3,28.75,22.66
2025-10-01,cosmoshub,0.3,66.48,27.69
2025-10-01,injective,0.3,10.83,21.09
2025-10-01,near,0.3,87.65,27.37
2025-10-01,osmosis,0.3,37.08,21.05
2025-10-01,sei,0.3,7.38,16.01
2025-10-01,solana,0.3,99.92,28.27
2025-10-01,sui,0.3,31.7,16.99
2025-10-01,tezos,0.3,62.94,28.62
2025-10-01,avalanche,0.33,97.06,27.21
2025-10-01,celestia,0.33,17.72,22.24
2025-10-01,cosmoshub,0.33,43.58,27.48
2025-10-01,injective,0.33,10.83,21.09
2025-10-01,near,0.33,74.33,27.28
2025-10-01,osmosis,0.33,14.83,20.48
2025-10-01,sei,0.33,1.39,15.45
2025-10-01,solana,0.33,98.94,28.14
2025-10-01,sui,0.33,16.61,16.7
2025-10-01,tezos,0.33,62.94,28.62
2025-10-02,avalanche,0.2,100.0,27.6
2025-10-02,celestia,0.2,71.21,23.51
2025-10-02,cosmoshub,0.2,93.96,28.19
2025-10-02,injective,0.2,45.62,21.91
2025-10-02,near,0.2,99.61,27.61
2025-10-02,osmosis,0.2,78.07,22.62
2025-10-02,sei,0.2,26.92,17.1
2025-10-02,solana,0.2,100.0,28.69
2025-10-02,sui,0.2,72.83,18.1
2025-10-02,tezos,0.2,98.7,28.96
2025-10-02,avalanche,0.25,100.0,27.47
2025-10-02,celestia,0.25,57.56,23.25
2025-10-02,cosmoshub,0.25,84.33,27.91
2025-10-02,injective,0.25,26.92,21.5
2025-10-02,near,0.25,94.93,27.44
2025-10-02,osmosis,0.25,58.33,21.77
2025-10-02,sei,0.25,15.91,16.61
2025-10-02,solana,0.25,100.0,28.52
2025-10-02,sui,0.25,53.23,17.49
2025-10-02,tezos,0.25,89.91,28.78
2025-10-02,avalanche,0.3,99.8,27.32
2025-10-02,celestia,0.3,28.82,22.66
2025-10-02,cosmoshub,0.3,66.51,27.69
2025-10-02,injective,0.3,10.78,21.1
2025-10-02,near,0.3,87.01,27.36
2025-10-02,osmosis,0.3,36.26,21.11
2025-10-02,sei,0.3,7.23,16.05
2025-10-02,solana,0.3,99.92,28.27
2025-10-02,sui,0.3,31.7,16.99
2025-10-02,tezos,0.3,63.14,28.62
2025-10-02,avalanche,0.33,98.32,27.22
2025-10-02,celestia,0.33,17.82,22.23
2025-10-02,cosmoshub,0.33,43.66,27.48
2025-10-02,injective,0.33,10.78,21.1
2025-10-02,near,0.33,73.31,27.27
2025-10-02,osmosis,0.33,14.06,20.54
2025-10-02,sei,0.33,1.31,15.49
2025-10-02,solana,0.33,98.93,28.14
2025-10-02,sui,0.33,16.61,16.7
2025-10-02,tezos,0.33,63.14,28.62
2025-10-03,avalanche,0.2,100.0,27.61
2025-10-03,celestia,0.2,74.08,23.19
2025-10-03,cosmoshub,0.2,93.94,28.19
2025-10-03,injective,0.2,45.62,21.91
2025-10-03,near,0.2,99.6,27.62
2025-10-03,osmosis,0.2,77.8,22.67
2025-10-03,sei,0.2,26.99,17.07
2025-10-03,solana,0.2,100.0,28.76
2025-10-03,sui,0.2,72.78,18.11
2025-10-03,tezos,0.2,98.64,28.95
2025-10-03,avalanche,0.25,100.0,27.46
2025-10-03,celestia,0.25,61.65,22.91
2025-10-03,cosmoshub,0.25,84.64,27.9
2025-10-03,injective,0.25,26.91,21.5
2025-10-03,near,0.25,94.83,27.44
2025-10-03,osmosis,0.25,57.85,21.82
2025-10-03,sei,0.25,16.02,16.57
2025-10-03,solana,0.25,100.0,28.54
2025-10-03,sui,0.25,53.2,17.49
2025-10-03,tezos,0.25,89.69,28.77
2025-10-03,avalanche,0.3,99.73,27.3
2025-10-03,celestia,0.3,35.3,22.31
2025-10-03,cosmoshub,0.3,67.34,27.68
2025-10-03,injective,0.3,10.77,21.1
2025-10-03,near,0.3,86.75,27.37
2025-10-03,osmosis,0.3,35.55,21.16
2025-10-03,sei,0.3,7.36,16.01
2025-10-03,solana,0.3,99.91,28.29
2025-10-03,sui,0.3,31.66,16.99
2025-10-03,tezos,0.3,62.81,28.61
2025-10-03,avalanche,0.33,97.73,27.21
2025-10-03,celestia,0.33,23.79,21.9
2025-10-03,cosmoshub,0.33,44.66,27.47
2025-10-03,injective,0.33,10.77,21.1
2025-10-03,near,0.33,72.78,27.28
2025-10-03,osmosis,0.33,13.32,20.6
2025-10-03,sei,0.33,1.38,15.45
2025-10-03,solana,0.33,98.78,28.16
2025-10-03,sui,0.33,16.57,16.7
2025-10-03,tezos,0.33,62.81,28.61
2025-10-04,avalanche,0.2,100.0,27.6
2025-10-04,celestia,0.2,73.85,23.22
2025-10-04,cosmoshub,0.2,93.86,28.2
2025-10-04,injective,0.2,45.29,21.96
2025-10-04,near,0.2,99.68,27.69
2025-10-04,osmosis,0.2,77.6,22.7
2025-10-04,sei,0.2,26.98,17.07
2025-10-04,solana,0.2,100.0,28.69
2025-10-04,sui,0.2,72.78,18.11
2025-10-04,tezos,0.2,98.7,28.96
2025-10-04,avalanche,0.25,100.0,27.44
2025-10-04,celestia,0.25,61.32,22.94
2025-10-04,cosmoshub,0.25,84.44,27.91
2025-10-04,injective,0.25,26.87,21.51
2025-10-04,near,0.25,95.4,27.53
2025-10-04,osmosis,0.25,57.63,21.84
2025-10-04,sei,0.25,16.01,16.58
2025-10-04,solana,0.25,100.0,28.54
2025-10-04,sui,0.25,53.2,17.49
2025-10-04,tezos,0.25,89.95,28.77
2025-10-04,avalanche,0.3,99.7,27.28
2025-10-04,celestia,0.3,34.76,22.34
2025-10-04,cosmoshub,0.3,68.13,27.67
2025-10-04,injective,0.3,10.62,21.12
2025-10-04,near,0.3,87.77,27.46
2025-10-04,osmosis,0.3,35.57,21.16
2025-10-04,sei,0.3,7.35,16.02
2025-10-04,solana,0.3,99.96,28.34
2025-10-04,sui,0.3,31.66,16.99
2025-10-04,tezos,0.3,63.29,28.61
2025-10-04,avalanche,0.33,97.55,27.19
2025-10-04,celestia,0.33,23.18,21.94
2025-10-04,cosmoshub,0.33,45.54,27.46
2025-10-04,injective,0.33,10.62,21.12
2025-10-04,near,0.33,74.18,27.37
2025-10-04,osmosis,0.33,13.32,20.6
2025-10-04,sei,0.33,1.38,15.46
2025-10-04,solana,0.33,98.57,28.16
2025-10-04,sui,0.33,16.57,16.7
2025-10-04,tezos,0.33,63.29,28.61
2025-10-05,avalanche,0.2,100.0,27.65
2025-10-05,celestia,0.2,74.11,23.18
2025-10-05,cosmoshub,0.2,93.95,28.19
2025-10-05,injective,0.2,45.28,21.96
2025-10-05,near,0.2,99.68,27.69
2025-10-05,osmosis,0.2,77.47,22.72
2025-10-05,sei,0.2,26.98,17.07
2025-10-05,solana,0.2,100.0,28.67
2025-10-05,sui,0.2,72.81,18.1
2025-10-05,tezos,0.2,98.71,28.96
2025-10-05,avalanche,0.25,100.0,27.5
2025-10-05,celestia,0.25,61.69,22.91
2025-10-05,cosmoshub,0.25,84.67,27.9
2025-10-05,injective,0.25,26.86,21.51
2025-10-05,near,0.25,95.41,27.53
2025-10-05,osmosis,0.25,57.41,21.86
2025-10-05,sei,0.25,16.01,16.58
