file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,922,0.000,368,0.200,77.346592,1.431612e-04,0.000000
avalanche_weights.csv,922,0.100,368,0.200,70.250545,2.179458e-06,0.000000
avalanche_weights.csv,922,0.200,368,0.200,63.154497,7.613809e-09,0.000000
avalanche_weights.csv,922,0.300,368,0.200,56.058450,3.489987e-12,0.000000
avalanche_weights.csv,922,0.000,368,0.250,93.497729,4.815526e-02,0.000000
avalanche_weights.csv,922,0.100,368,0.250,84.946220,3.760264e-03,0.000000
avalanche_weights.csv,922,0.200,368,0.250,76.394712,8.764268e-05,0.000000
avalanche_weights.csv,922,0.300,368,0.250,67.843204,3.859941e-07,0.000000
avalanche_weights.csv,922,0.000,368,0.300,111.842752,7.052717e-01,0.000000
avalanche_weights.csv,922,0.100,368,0.300,101.656308,2.351631e-01,0.000000
avalanche_weights.csv,922,0.200,368,0.300,91.469863,2.882042e-02,0.000000
avalanche_weights.csv,922,0.300,368,0.300,81.283419,8.911011e-04,0.000000
avalanche_weights.csv,922,0.000,368,0.330,122.080232,9.990614e-01,0.000000
avalanche_weights.csv,922,0.100,368,0.330,110.989779,6.639846e-01,0.000000
avalanche_weights.csv,922,0.200,368,0.330,99.899327,1.773588e-01,0.000000
avalanche_weights.csv,922,0.300,368,0.330,88.808874,1.353216e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,9.482200,5.937061e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,8.733980,4.460399e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,7.985760,3.031137e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,7.237540,1.806151e-01,0.000000
celestia_weights.csv,100,0.000,40,0.250,10.893291,8.334466e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,10.043962,6.983137e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,9.194633,5.374216e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,8.345304,3.701711e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.997850,9.971178e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,12.018065,9.531515e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,11.038280,8.529446e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,10.058495,7.008885e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.886917,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.858226,9.941654e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.829534,9.382656e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.800842,8.204253e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.200,19.378684,4.010667e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.200,17.560815,2.072368e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.200,15.742947,7.993157e-02,0.000000
cosmoshub_weights.csv,200,0.300,80,0.200,13.925079,2.052262e-02,0.000000
cosmoshub_weights.csv,200,0.000,80,0.250,22.616823,7.852712e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.250,20.515141,5.407214e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.250,18.413459,2.913956e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.250,16.311776,1.117902e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.300,25.632463,9.861871e-01,0.000000
cosmoshub_weights.csv,200,0.100,80,0.300,23.269216,8.475973e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.300,20.905970,5.891201e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.300,18.542724,3.053119e-01,0.000000
cosmoshub_weights.csv,200,0.000,80,0.330,28.251254,1.000000e+00,0.000000
cosmoshub_weights.csv,200,0.100,80,0.330,25.666129,9.870829e-01,0.000000
cosmoshub_weights.csv,200,0.200,80,0.330,23.081003,8.305400e-01,0.000000
cosmoshub_weights.csv,200,0.300,80,0.330,20.495878,5.383269e-01,0.000000
injective_weights.csv,50,0.000,20,0.200,4.420978,6.836962e-01,0.000000
injective_weights.csv,50,0.100,20,0.200,4.098880,5.849636e-01,0.000000
injective_weights.csv,50,0.200,20,0.200,3.776782,4.785066e-01,0.000000
injective_weights.csv,50,0.300,20,0.200,3.454684,3.695595e-01,0.000000
injective_weights.csv,50,0.000,20,0.250,5.533127,9.255129e-01,0.000000
injective_weights.csv,50,0.100,20,0.250,5.139815,8.596837e-01,0.000000
injective_weights.csv,50,0.200,20,0.250,4.746502,7.718772e-01,0.000000
injective_weights.csv,50,0.300,20,0.250,4.353189,6.637643e-01,0.000000
injective_weights.csv,50,0.000,20,0.300,6.390667,9.960346e-01,0.000000
injective_weights.csv,50,0.100,20,0.300,5.951600,9.717685e-01,0.000000
injective_weights.csv,50,0.200,20,0.300,5.512534,9.226133e-01,0.000000
injective_weights.csv,50,0.300,20,0.300,5.073467,8.463954e-01,0.000000
injective_weights.csv,50,0.000,20,0.330,7.195092,1.000000e+00,0.000000
injective_weights.csv,50,0.100,20,0.330,6.715583,1.000000e+00,0.000000
injective_weights.csv,50,0.200,20,0.330,6.236074,9.901383e-01,0.000000
injective_weights.csv,50,0.300,20,0.330,5.756564,9.531702e-01,0.000000
near_weights.csv,300,0.000,120,0.200,25.624910,6.801335e-02,0.000000
near_weights.csv,300,0.100,120,0.200,23.262419,1.805568e-02,0.000000
