file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk
avalanche_weights.csv,905,0.000,362,0.200,72.579108,2.441783e-05,0.000000
avalanche_weights.csv,905,0.100,362,0.200,65.881197,2.539414e-07,0.000000
avalanche_weights.csv,905,0.200,362,0.200,59.183287,5.668339e-10,0.000000
avalanche_weights.csv,905,0.300,362,0.200,52.485376,1.506667e-13,0.000000
avalanche_weights.csv,905,0.000,362,0.250,92.050016,5.153662e-02,0.000000
avalanche_weights.csv,905,0.100,362,0.250,83.605015,4.184324e-03,0.000000
avalanche_weights.csv,905,0.200,362,0.250,75.160013,1.026477e-04,0.000000
avalanche_weights.csv,905,0.300,362,0.250,66.715011,4.829469e-07,0.000000
avalanche_weights.csv,905,0.000,362,0.300,109.878493,7.025274e-01,0.000000
avalanche_weights.csv,905,0.100,362,0.300,99.850644,2.353888e-01,0.000000
avalanche_weights.csv,905,0.200,362,0.300,89.822794,2.929175e-02,0.000000
avalanche_weights.csv,905,0.300,362,0.300,79.794945,9.318922e-04,0.000000
avalanche_weights.csv,905,0.000,362,0.330,120.072515,9.990205e-01,0.000000
avalanche_weights.csv,905,0.100,362,0.330,109.145264,6.667095e-01,0.000000
avalanche_weights.csv,905,0.200,362,0.330,98.218012,1.808144e-01,0.000000
avalanche_weights.csv,905,0.300,362,0.330,87.290761,1.421020e-02,0.000000
celestia_weights.csv,100,0.000,40,0.200,9.470677,5.914763e-01,0.000000
celestia_weights.csv,100,0.100,40,0.200,8.723609,4.439889e-01,0.000000
celestia_weights.csv,100,0.200,40,0.200,7.976542,3.014502e-01,0.000000
celestia_weights.csv,100,0.300,40,0.200,7.229474,1.794545e-01,0.000000
celestia_weights.csv,100,0.000,40,0.250,10.864766,8.294770e-01,0.000000
celestia_weights.csv,100,0.100,40,0.250,10.018289,6.937466e-01,0.000000
celestia_weights.csv,100,0.200,40,0.250,9.171812,5.329107e-01,0.000000
celestia_weights.csv,100,0.300,40,0.250,8.325336,3.663503e-01,0.000000
celestia_weights.csv,100,0.000,40,0.300,12.896484,9.950796e-01,0.000000
celestia_weights.csv,100,0.100,40,0.300,11.926836,9.462125e-01,0.000000
celestia_weights.csv,100,0.200,40,0.300,10.957188,8.421800e-01,0.000000
celestia_weights.csv,100,0.300,40,0.300,9.987539,6.882452e-01,0.000000
celestia_weights.csv,100,0.000,40,0.330,13.788810,1.000000e+00,0.000000
celestia_weights.csv,100,0.100,40,0.330,12.769929,9.917485e-01,0.000000
celestia_weights.csv,100,0.200,40,0.330,11.751048,9.314446e-01,0.000000
celestia_weights.csv,100,0.300,40,0.330,10.732167,8.104634e-01,0.000000
