chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.53
celestia,73.67,23.24
cosmoshub,98.26,28.57
injective,47.24,21.64
near,99.8,27.83
osmosis,77.3,22.74
sei,27.34,16.92
solana,100.0,28.63
sui,72.63,17.98
tezos,97.9,29.02
