chain,bound_reduction_%,mu_reduction_%
avalanche,97.86,27.2
celestia,18.84,21.19
cosmoshub,41.01,27.5
injective,12.48,20.91
near,78.94,27.51
osmosis,14.15,20.53
sei,0.96,15.71
solana,98.98,28.11
sui,16.64,16.57
tezos,45.43,28.71
