chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.78
celestia,74.01,23.2
cosmoshub,93.94,28.19
injective,45.1,21.99
near,99.66,27.72
osmosis,77.45,22.72
sei,26.86,17.12
solana,100.0,28.67
sui,72.85,18.09
tezos,98.73,28.97
