chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.36
celestia,55.44,23.4
cosmoshub,85.56,27.88
injective,28.43,21.3
near,95.56,27.45
sei,14.33,17.12
solana,100.0,28.39
sui,53.41,17.45
tezos,89.6,28.83
