chain,bound_reduction_%,mu_reduction_%
avalanche,99.78,27.23
celestia,29.92,22.6
cosmoshub,68.7,27.66
injective,15.16,20.59
near,89.66,27.34
sei,4.63,16.78
solana,99.93,28.15
sui,32.04,16.95
tezos,62.11,28.67
