chain,bound_reduction_%,mu_reduction_%
avalanche,99.8,27.32
celestia,28.82,22.66
cosmoshub,66.51,27.69
injective,10.78,21.1
near,87.01,27.36
osmosis,36.26,21.11
sei,7.23,16.05
solana,99.92,28.27
sui,31.7,16.99
tezos,63.14,28.62
