chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.68
celestia,57.46,23.25
cosmoshub,84.8,27.9
injective,27.28,21.46
near,95.22,27.45
osmosis,59.32,21.66
sei,16.36,16.45
solana,100.0,28.51
sui,53.46,17.44
tezos,89.39,28.76
