chain,bound_reduction_%,mu_reduction_%
avalanche,99.9,27.53
celestia,28.19,22.69
cosmoshub,67.43,27.68
injective,11.02,21.07
near,87.62,27.38
osmosis,26.4,20.71
sei,7.69,15.91
solana,99.92,28.26
sui,32.04,16.95
tezos,62.22,28.6
