chain,bound_reduction_%,mu_reduction_%
avalanche,98.1,27.37
celestia,17.25,22.26
cosmoshub,42.9,27.48
injective,10.88,21.09
near,74.13,27.29
osmosis,14.52,20.51
sei,1.39,15.45
solana,98.95,28.13
sui,16.82,16.68
tezos,62.06,28.61
