chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.76
celestia,71.22,23.51
cosmoshub,94.26,28.18
injective,45.71,21.9
near,99.64,27.63
osmosis,78.4,22.57
sei,27.01,17.06
solana,100.0,28.68
sui,72.8,18.11
tezos,98.6,28.96
