chain,bound_reduction_%,mu_reduction_%
avalanche,100.0,27.6
celestia,57.47,23.25
cosmoshub,83.94,27.92
injective,27.02,21.49
near,95.2,27.46
osmosis,58.8,21.72
sei,16.04,16.57
solana,100.0,28.52
sui,53.33,17.47
tezos,89.43,28.77
